yeartime,monthtime,customerid,amount,maxbalance,minbalance
2014,2,47,34138.2113917,45320.1482889,11181.9368972
2014,3,47,47937.1640061,45457.232823,741.468206392
2014,4,47,46193.5066054,53145.6594715,2113.21737237
2014,5,47,76129.4584543,81379.4315896,34368.9751896
2014,6,47,63118.1932253,112556.442954,65242.8700191
2014,7,47,42300.1793006,89264.672836,32295.9896969
2014,8,47,50554.3354062,81338.3007274,36750.3661755
2014,9,47,35196.7762703,62916.557221,27719.7809507
2014,10,47,54823.9397899,78654.6422928,39042.4611811
2014,11,47,43975.3365799,76559.9702691,38771.1287426
2014,12,47,52130.1637299,71536.3121784,32572.2825632
2015,1,47,40821.2575868,69006.4468372,35655.7908114
2015,2,47,47841.8222507,93828.5961798,55112.0607765
2015,3,47,37119.3675517,92489.1096702,59956.7763369
2015,4,47,39003.3933853,81738.7628159,49206.4294826
2015,5,47,38622.6203084,60529.5855149,27641.3421594
2015,6,47,40819.9630575,45478.6057145,10074.458685
2015,7,47,39401.0932893,61224.4595198,27737.3662305
2015,8,47,33659.6211273,54482.2106184,20822.5894912
2015,9,47,40018.6331066,42955.3905703,8138.45598909
2015,10,47,59592.5579496,57831.0313799,340.239366612
2015,11,47,34589.7469475,50573.9569617,18041.6236284
2015,12,47,36429.693119,48258.8863611,11829.1932421
2016,1,47,48894.7542987,65899.1791225,21990.275344
2016,2,47,76382.826457,118490.393625,62478.6586301
2016,3,47,47717.4183449,108266.345858,60548.9275136
2016,4,47,43510.5769085,120224.543472,87692.2101384
2016,5,47,58311.5491133,121859.770375,57185.6734247
2016,6,47,78203.6795319,125734.713816,75044.7248504
2016,7,47,33639.6867403,106430.077295,72790.3905544
2016,8,47,43086.2225441,66926.0684043,34393.735071
2016,9,47,42086.9599227,67873.7221593,25894.3097348
2016,10,47,59722.4473213,70577.420351,25055.3734712
2016,11,47,37865.2123339,48215.6848999,15683.3515665
2016,12,47,46524.7105701,61797.7841923,28957.6076943
2017,1,47,35143.6502644,40925.665249,8393.33191568
2017,2,47,0.0,1707.8914487,0.0
2014,1,48,28904.5078138,36867.5139605,13734.7794604
2014,2,48,32853.1800216,42965.6200622,13727.4400901
2014,3,48,42415.799387,38242.1385972,13012.4304354
2014,4,48,46148.1574394,52059.9417431,5911.78430369
2014,5,48,42211.1201786,79355.8503346,41024.730156
2014,6,48,39487.9927303,72325.9362059,26713.2449564
2014,7,48,36342.4607396,43987.4658074,12617.3642655
2014,8,48,21342.3333333,28915.7979113,7573.46457798
2014,9,48,35675.4933939,42873.9009138,11837.557912
2014,10,48,33678.769735,51508.3612445,23420.9305383
2014,11,48,40302.3644938,65653.5536215,25351.1891277
2014,12,48,21342.3333333,57366.7920726,36024.4587392
2015,1,48,27357.5712465,56602.3174493,29244.7462028
2015,2,48,29258.8166676,37466.9520087,16124.6186753
2015,3,48,34898.1111272,48135.8285487,13237.7174216
2015,4,48,38372.7127934,59662.081225,27710.4084914
2015,5,48,34820.6472046,70958.3291965,41570.9363294
2015,6,48,29039.6518662,49613.9084062,25713.0646792
2015,7,48,26881.4000697,35761.8541776,14419.5208443
2015,8,48,27097.5646285,37385.0148542,10287.4502257
2015,9,48,40835.1633035,45217.0105931,8908.61192755
2015,10,48,24332.2594965,46573.9948271,25045.2532744
2015,11,48,36584.9819545,47870.3619385,23270.7494701
2015,12,48,23636.9793207,40909.7962402,19567.4629069
2016,1,48,21342.3333333,42449.6213096,21107.2879763
2016,2,48,45105.7945515,52825.472454,20432.3329082
2016,3,48,38384.9059083,79200.6381809,44695.7322727
2016,4,48,47479.6905201,99868.6085987,67278.1863476
2016,5,48,56063.8012803,111062.652451,69663.7161224
2016,6,48,23645.7572728,111299.708145,89957.3748121
2016,7,48,37490.0903218,102070.777629,79152.8061394
2016,8,48,39289.7844611,94190.2304064,69821.0995627
2016,9,48,40399.9757176,97758.7606265,71877.842867
2016,10,48,38011.6946994,96609.0179244,66012.0629358
2016,11,48,25586.0029381,85068.6501284,63726.3167951
2016,12,48,34954.8561658,85888.9979017,50934.1417358
2017,1,48,24369.5124168,63038.3861785,41696.0528452
2017,2,48,25857.0076137,83386.2213904,57529.2137767
2014,1,49,8946.88243995,7859.77943697,2764.80533263
2014,2,49,6832.01298151,11795.2548385,4963.24185697
2014,3,49,17270.9891803,20550.0163297,8183.22612106
2014,4,49,25236.3922624,30305.7129246,18360.8717437
2014,5,49,34885.0673022,47516.4072836,18527.9116843
2014,6,49,4051.66666667,44043.9397821,31648.7115927
2014,7,49,10991.3901525,32141.9469798,15068.0745349
2014,8,49,16318.867107,36956.9698841,21375.1027771
2014,9,49,16888.7049943,42143.8575772,25992.1525829
2014,10,49,12751.1184812,45119.7795705,33575.5727451
2014,11,49,11750.9449272,31603.989926,22305.114295
2014,12,49,14816.4602464,32213.8559625,18134.3957161
2015,1,49,4051.66666667,30081.685524,20916.8918415
2015,2,49,35937.4400065,57859.305824,22658.8658176
2015,3,49,18043.2938299,71850.9329873,15997.4794029
2015,4,49,40304.3815256,43273.7815,15688.2401184
2015,5,49,4051.66666667,38480.4480656,30572.1929331
2015,6,49,7491.96307773,31735.4651481,22144.8075264
2015,7,49,15536.7620026,30156.3921638,17905.123295
2015,8,49,5453.22287353,26236.0611825,13742.3894918
2015,9,49,4051.66666667,13382.9895575,6805.80130523
2015,10,49,12081.4448761,14694.5864888,6466.35376605
2015,11,49,5988.0470944,8134.71773792,2261.22015874
2015,12,49,5447.21252187,5845.27715921,1793.61049254
2016,1,49,4051.66666667,7121.65338629,3069.98671962
2016,2,49,15791.8511781,14189.9775221,2071.68903412
2016,3,49,4051.66666667,13164.5710821,9112.90441539
2016,4,49,24450.1120251,22564.1096269,6376.9637403
2016,5,49,11478.6225476,22949.7895263,8030.57558473
2016,6,49,30852.5814583,33382.0533401,6886.62328244
2016,7,49,22660.2569083,38964.2360826,19396.0245462
2016,8,49,4051.66666667,37692.8866576,18461.7178967
2016,9,49,30234.9370434,39077.5856639,18968.7783593
2016,10,49,38252.0177605,64898.5243761,30698.1732823
2016,11,49,21802.5216147,56753.7691615,45412.280185
2016,12,49,6431.51582046,59492.9546768,53798.4388564
2017,1,49,17777.3212337,63600.2971276,41170.8360385
2017,2,49,5358.5108142,47757.7634125,42399.2525983
2014,1,50,17065.767886,21445.8806729,6224.294912
2014,2,50,13580.1263388,18421.7616683,8304.42833498
2014,3,50,11673.1811215,16870.8475487,6206.81222946
2014,4,50,23189.0297572,20093.3861467,1180.78490823
2014,5,50,17565.9549773,26294.7137148,10328.7194345
2014,6,50,20066.8284435,33489.24936,19702.4573562
2014,7,50,12753.0715719,30592.2560166,17839.1844448
2014,8,50,20690.0714444,30280.5707598,15976.1116763
2014,9,50,27585.9721702,35048.342638,9681.43954117
2014,10,50,10117.3333333,31138.0415487,21020.7082153
2014,11,50,22313.2139152,25491.257254,8189.55110775
2014,12,50,14208.7622046,21157.7435208,3924.23521889
2015,1,50,40015.8859797,45494.4224212,13889.531783
2015,2,50,35187.6568597,59716.3812391,43025.2747599
2015,3,50,32897.4039744,67656.366527,47511.6882415
2015,4,50,26252.0837515,54116.517363,30279.1663753
2015,5,50,29076.0579015,58346.7240696,29270.6661681
2015,6,50,13198.5161906,44922.5665247,28998.9912211
2015,7,50,46714.5190798,52720.4620806,17368.0473554
2015,8,50,18617.5853336,49027.2680782,32855.8673538
2015,9,50,46351.3294872,75821.3351601,40283.7013522
2015,10,50,50043.7662109,95215.4577968,60091.4525057
2015,11,50,29239.585132,72115.1359467,54174.9127634
2015,12,50,21294.4956353,61297.8655547,28545.7981019
2016,1,50,17554.894591,44265.520937,33464.7338283
2016,2,50,33254.4293177,59551.1416186,34116.3358115
2016,3,50,13036.0553331,56878.6437357,46761.3104024
2016,4,50,39068.568411,74609.9682858,35541.3998748
2016,5,50,16916.0687697,50832.1378042,26234.9109479
2016,6,50,17729.1125753,49190.6649599,33287.2281516
2016,7,50,10117.3333333,41113.656004,20024.8256842
2016,8,50,43352.9594103,51417.1527745,20687.7148463
2016,9,50,26736.3020925,49874.1101268,20620.1239515
2016,10,50,13891.5799471,35310.6190016,22649.9088464
2016,11,50,16239.1018327,31266.893045,21149.5597116
2016,12,50,10117.3333333,21196.939241,11079.6059077
2017,1,50,10117.3333333,22003.2860259,11885.9526926
2017,2,50,26763.7884463,34556.4881152,18017.935171
2014,1,51,39558.9868064,51999.6576064,12440.6708
2014,2,51,32228.9123379,62729.2745182,34879.6078515
2014,3,51,47919.3148247,80322.5129646,48057.8230242
2014,4,51,30723.7861338,57702.471445,26978.6853113
2014,5,51,39430.6777544,64135.9935896,29396.7385395
2014,6,51,52241.7973152,77806.939917,30628.1426018
2014,7,51,54859.1962646,91851.9012402,59784.8829454
2014,8,51,37585.5331031,66862.9041924,34837.2079647
2014,9,51,56369.8993208,102575.837423,46205.9381023
2014,10,51,33661.5658718,110472.807994,76811.2421225
2014,11,51,53354.2745792,89375.4423671,58315.8498204
2014,12,51,31155.2203467,78618.7042885,50769.0376219
2015,1,51,63742.4393853,106851.641302,71095.1267119
2015,2,51,31118.0762084,95310.5833661,60812.8338509
2015,3,51,32164.3441617,83901.9115451,45039.9385406
2015,4,51,42286.5789616,77094.1212731,49244.4546064
2015,5,51,55759.9549641,84571.2248879,27918.7741622
2015,6,51,35752.8598558,68166.6060075,33575.2299195
2015,7,51,39605.5124472,72500.2793598,40849.0529757
2015,8,51,37786.6245395,80371.9961845,52522.3295179
2015,9,51,33561.1018099,56929.3453922,29079.6787255
2015,10,51,45339.0164844,75882.6473404,34015.7551257
2015,11,51,30543.7234071,60540.2822055,29996.5587983
2015,12,51,47552.1190578,77804.2498172,43077.0958426
2016,1,51,35279.2758581,88262.3558536,52983.0799955
2016,2,51,32962.0224726,87005.9697179,58179.5084997
2016,3,51,38383.3108109,92799.6603247,56223.926239
2016,4,51,36849.3486086,72128.4713799,39070.2573252
2016,5,51,31447.3269658,70517.584291,26290.3224135
2016,6,51,82946.0671299,116442.661075,46005.6756148
2016,7,51,34636.750175,107347.325959,56453.4198169
2016,8,51,43218.6425679,82131.0272658,48491.448333
2016,9,51,37943.0333931,86364.6080885,58514.9414218
2016,10,51,40197.2325251,78885.8758988,51036.2092321
2016,11,51,33026.9535023,64809.6309354,31782.677433
2016,12,51,27849.6666667,58787.4312013,30937.7645347
2017,1,51,64140.6765535,75319.0725545,39091.0313782
2017,2,51,1546.80233809,59350.9151542,43604.7504265
2014,1,52,16792.0118032,23840.123731,14735.123731
2014,2,52,12305.49081,28772.5043371,16467.0135271
2014,3,52,23056.6510853,31959.0016962,18367.0837494
2014,4,52,9105.0,31228.0029995,22123.0029995
2014,5,52,9105.0,26758.4124794,17653.4124794
2014,6,52,27418.2019431,34838.4833275,16372.0790431
2014,7,52,9105.0,26812.2894434,14888.834271
2014,8,52,16607.2446452,20946.2111911,4338.96654589
2014,9,52,43458.0082882,45559.0176776,11849.3856296
2014,10,52,35886.2367277,48071.0625739,30186.4823276
2014,11,52,21995.6533538,44073.8881753,23733.2348215
2014,12,52,24116.4573721,46582.3451323,15587.9197834
2015,1,52,64343.5259968,80542.1530855,28350.2839734
2015,2,52,17819.7846928,76510.2264436,63378.6924771
2015,3,52,39029.9734218,79887.8052033,51319.1362708
2015,4,52,23505.2492008,57416.8789275,32885.3723586
2015,5,52,35933.7972421,53409.3981569,29203.6912835
2015,6,52,31951.3034957,61930.0469985,37146.1530509
2015,7,52,21242.2257429,52762.8116653,33104.9784195
2015,8,52,11707.5697569,50604.5853876,29572.8290447
2015,9,52,9105.0,36485.6052947,27380.6052947
2015,10,52,21806.5289813,33954.2418515,18189.7913274
2015,11,52,10017.2439635,25755.7512118,15738.5072483
2015,12,52,9105.0,22224.0687698,13119.0687698
2016,1,52,30986.5124553,43372.3510391,14409.296804
2016,2,52,21638.9424308,44901.3327843,33586.1969226
2016,3,52,10069.7168594,35433.6934458,15258.2203581
2016,4,52,9105.0,21162.707642,12057.707642
2016,5,52,41881.587194,38351.2163626,5574.6291686
2016,6,52,25842.8188493,36474.0255847,22950.3108703
2016,7,52,9105.0,27392.5570569,18287.5570569
2016,8,52,26714.0948374,37897.3968003,14382.4571629
2016,9,52,25155.8732664,39206.681077,24956.5453843
2016,10,52,48175.6827787,62146.86794,31565.2140808
2016,11,52,21022.2688635,48997.478598,33891.5464859
2016,12,52,9105.0,37442.8994579,22967.6725973
2017,1,52,13641.8474103,34392.0067365,16478.1825883
2017,2,52,7060.34274671,29248.038698,22187.6959513
2014,1,53,32780.1645306,52757.4907236,20861.284093
2014,2,53,43508.0873577,61900.7213537,30248.3028851
2014,3,53,41694.7862226,75929.788414,44032.9018673
2014,4,53,35609.5702335,70907.9527169,41011.9527169
2014,5,53,45144.353024,61447.8713208,18208.8965673
2014,6,53,43876.506351,64649.7566297,27931.1323192
2014,7,53,48975.7023281,75923.8208363,44001.6236533
2014,8,53,44783.4054192,79589.8229435,47017.8479257
2014,9,53,29896.0,70664.5583513,40768.5583513
2014,10,53,45214.6768531,62138.9415326,19060.4260045
2014,11,53,47984.3596526,49526.1263958,15298.8549076
2014,12,53,39106.3059837,33649.3961321,2053.9110817
2015,1,53,53345.3902353,57739.2370114,19550.3992601
2015,2,53,51446.5843796,68876.4183744,25986.5111989
2015,3,53,47105.5129828,62000.9364046,30893.0244781
2015,4,53,43567.8966491,55734.9511669,25838.9511669
2015,5,53,49950.2878206,63385.2738454,24592.9662634
2015,6,53,50001.6664321,71492.7810311,30292.7095153
2015,7,53,36022.9884438,59911.7049295,28425.2800164
2015,8,53,38215.1037016,75509.8365914,37294.7328898
2015,9,53,38017.7019507,65114.1946191,28024.2048316
2015,10,53,43464.5910487,66380.8849797,28451.1422671
2015,11,53,42396.9195345,43135.5499174,13239.5499174
2015,12,53,30612.6708006,47198.9104689,17302.9104689
2016,1,53,38194.4826876,58717.9354729,28821.9354729
2016,2,53,29896.0,64422.8187835,34526.8187835
2016,3,53,29896.0,56692.0805295,25906.1808765
2016,4,53,53813.8349678,75538.1087472,26525.9069704
2016,5,53,43324.3043007,54693.3090328,20172.3854456
2016,6,53,48618.7113143,80695.7600734,45102.8175058
2016,7,53,41416.4585932,93034.7047906,63138.7047906
2016,8,53,54441.9844886,108108.975712,65997.234431
2016,9,53,34310.5578214,80564.6063008,44050.9527216
2016,10,53,40284.1262884,91965.7794333,51681.6531448
2016,11,53,65561.4764494,104725.336758,57660.218507
2016,12,53,74861.4769987,131671.206304,77229.5348647
2017,1,53,36201.4121368,93003.8881238,54502.9401244
2017,2,53,19594.2143256,73441.7604275,55842.4597058
2014,1,54,20569.8085547,26352.3305748,7051.21928624
2014,2,54,14643.4507473,36775.6455221,22623.9788554
2014,3,54,30298.4202022,38520.0638905,14525.2160802
2014,4,54,23163.2254145,37103.9978768,16847.7484176
2014,5,54,14151.6666667,33424.8106516,19273.1439849
2014,6,54,22780.3121077,28483.6720031,5703.35989537
2014,7,54,37843.1429497,33778.4382166,14767.5239326
2014,8,54,30101.3797904,41869.2772098,21260.4901656
2014,9,54,34033.8367727,45447.3598983,19799.08918
2014,10,54,38289.7893405,50094.9304612,20946.9479085
2014,11,54,14151.6666667,39252.43654,25100.7698733
2014,12,54,49541.7584208,58336.3921674,33725.7617746
2015,1,54,34540.8498966,56586.6465504,41874.1184473
2015,2,54,16503.0619077,53093.2807777,38941.614111
2015,3,54,14151.6666667,54062.6113901,39910.9447235
2015,4,54,14151.6666667,46443.9582724,20334.6096537
2015,5,54,36194.1895303,44237.3199308,12638.7623779
2015,6,54,28015.3674614,48219.6410659,29869.2573558
2015,7,54,25366.128138,46579.8063573,26059.262311
2015,8,54,21577.308652,45732.9322963,28626.9135647
2015,9,54,37137.5582757,40172.00866,17430.9322963
2015,10,54,25520.6340604,54847.2179108,29851.2811248
2015,11,54,56008.2885188,77505.7194208,45986.6537291
2015,12,54,23676.6371809,67696.9977889,51013.0054719
2016,1,54,47720.3587995,83920.2233625,57065.7518865
2016,2,54,21825.8288832,71833.9485648,36085.738905
2016,3,54,28689.090495,53472.6054516,34666.71299
2016,4,54,18057.6179808,43572.462111,29420.7954443
2016,5,54,33274.3782284,63355.148297,32653.7700686
2016,6,54,20171.9239147,65379.9869429,35181.8400641
2016,7,54,36346.2801412,61218.2477487,41596.6342742
2016,8,54,30763.8018223,68692.3336137,37928.5317915
2016,9,54,43562.0671998,104937.633474,61375.5662739
2016,10,54,42740.6285941,109357.53765,78768.5643117
2016,11,54,20753.7343892,87657.605373,70620.2224596
2016,12,54,16062.0673286,79328.3051263,28037.4942742
2017,1,54,25579.1425096,51402.5702925,21789.9476371
2017,2,54,0.0,12866.6785792,8543.75322072
2014,1,55,30520.6666667,43094.5691604,12573.9024937
2014,2,55,34764.0784741,62355.5733547,31834.906688
2014,3,55,36832.2780068,65326.6198517,28494.341845
2014,4,55,33493.7987404,45255.6298767,11761.8311363
2014,5,55,36867.0386892,53860.2073108,19022.693895
2014,6,55,44794.7287475,54368.1892427,13272.1507617
2014,7,55,32628.2286657,64457.0776775,33936.4110109
2014,8,55,39357.9573903,47750.6992984,8392.74190807
2014,9,55,53474.0024254,82175.2463636,28701.2439382
2014,10,55,49235.6210848,79128.8284361,33562.1414007
2014,11,55,52218.4843096,71042.1613082,36109.0075364
2014,12,55,37761.8891331,40884.3301771,8705.57393055
2015,1,55,32724.2314354,42497.0255437,9772.79410831
2015,2,55,30520.6666667,46751.1988292,16230.5321625
2015,3,55,37134.9828616,45204.0464702,14683.3798035
2015,4,55,45637.894583,53298.7980497,22778.1313831
2015,5,55,30520.6666667,65918.320009,35397.6533423
2015,6,55,36146.9991957,37851.498403,1704.49920725
2015,7,55,55041.8048554,70155.2602266,32796.184643
2015,8,55,41133.7988649,71341.6094333,30533.8437095
2015,9,55,46776.0874102,65851.0855402,24330.2041584
2015,10,55,34413.049779,65938.741911,35418.0752443
2015,11,55,38658.8402104,52037.1735269,21516.5068602
2015,12,55,33683.6733041,50304.0472603,16620.3739563
2016,1,55,59464.5865345,62193.9486053,14760.178762
2016,2,55,32073.8503374,43291.8399335,11217.9895961
2016,3,55,38411.5555942,46645.3413847,8233.78579051
2016,4,55,38525.7534139,40683.9139366,2158.16052266
2016,5,55,36542.0170014,36511.4919397,2782.59148168
2016,6,55,31562.4941952,39011.3395046,8490.67283793
2016,7,55,59242.9662392,71190.2195249,17495.2532857
2016,8,55,47458.4322786,82175.7135815,34717.2813028
2016,9,55,37290.8734221,76703.4938569,41310.8841606
2016,10,55,53325.8509141,84434.2716399,34062.2198893
2016,11,55,30520.6666667,65930.3655544,34090.072121
2016,12,55,35009.4877164,61109.0122737,29498.2296248
2017,1,55,43711.6184916,44236.5839268,524.965435232
2017,2,55,19519.586674,31736.5399995,12216.9533256
2014,1,56,23286.72,41617.2433333,21373.91
2014,2,56,20243.3333333,36036.6074618,15793.2741285
2014,3,56,28025.5214834,32126.8950255,6994.64301778
2014,4,56,27131.1876658,45339.0710913,18207.8834255
2014,5,56,27500.2648315,54060.9851365,33817.6518032
2014,6,56,20243.3333333,45644.5552097,23847.0613468
2014,7,56,21636.7065337,42559.8404528,20923.1339191
2014,8,56,25144.9343997,32263.6266427,12020.2933094
2014,9,56,24323.2522264,39626.543057,17946.4557929
2014,10,56,27114.3016327,36912.2449682,9797.94333549
2014,11,56,54890.2040729,70795.5110344,21620.2482599
2014,12,56,20243.3333333,31971.8065911,11728.4732578
2015,1,56,63687.4686731,75018.4068355,24104.3930962
2015,2,56,37422.7990778,59880.0588444,25525.8510873
2015,3,56,33562.2025341,58776.0371132,35471.1027396
2015,4,56,31683.0211085,52610.1698226,20927.1487142
2015,5,56,46341.2461268,58810.0236022,20818.74504
2015,6,56,45707.5900762,71422.9524365,49210.7412481
2015,7,56,27388.2533918,60443.052085,37721.7647099
2015,8,56,32653.4349934,67052.1639671,31599.909956
2015,9,56,42939.1318183,61439.5742949,33066.0798987
2015,10,56,31660.6716953,52829.687493,25612.6095467
2015,11,56,33193.7274416,36214.719362,7080.48923143
2015,12,56,20243.3333333,28063.9074711,7820.57413781
2016,1,56,24122.1170214,40073.9452381,15951.8282167
2016,2,56,30807.6747487,35265.0718096,9578.67860646
2016,3,56,41208.4109495,58478.5936078,24379.2586762
2016,4,56,50886.001195,76689.4095037,31994.2968674
2016,5,56,29626.4603832,60756.0420646,34361.9137124
2016,6,56,40725.5312434,68990.6357409,33985.2428418
2016,7,56,42904.5608832,88004.0957958,56216.2287913
2016,8,56,48550.6668005,73804.9846061,40843.9065309
2016,9,56,34782.5424122,65016.3136622,39295.6203564
2016,10,56,31855.7194292,67500.1489332,43788.0876132
2016,11,56,25042.1792428,51323.9467554,29260.3776516
2016,12,56,26182.6168017,44731.384959,24488.0516257
2017,1,56,40238.7281591,50666.1128926,19196.4399665
2017,2,56,0.0,32514.0689617,23067.2551694
2014,1,57,35460.8050846,51629.437636,21683.6066667
2014,2,57,33370.3783349,67172.8447709,39108.664961
2014,3,57,30382.7770424,55212.9654749,22202.0177514
2014,4,57,57074.7356833,79080.2852925,22005.5496092
2014,5,57,35212.4920299,68318.5086092,41002.7033893
2014,6,57,28848.9732946,66640.8593179,40135.1926512
2014,7,57,28862.8360861,56894.0050288,30388.3383622
2014,8,57,36503.0540419,57699.4161156,26939.4119036
2014,9,57,52206.7009744,76975.9722071,47284.8159441
2014,10,57,26505.6666667,63886.7825549,36799.2285317
2014,11,57,41464.7011433,58455.3850668,22435.3951452
2014,12,57,53592.7661303,74665.6173272,32119.0248212
2015,1,57,40390.1353167,58565.4211677,23769.9266244
2015,2,57,34437.3603624,66235.9870662,31798.6267038
2015,3,57,27891.8196405,56478.4694007,28586.6497602
2015,4,57,30815.3897706,46017.3223959,19511.6557292
2015,5,57,34655.0484796,46022.4418913,19516.7752246
2015,6,57,31834.6831594,48287.7445764,16453.061417
2015,7,57,26505.6666667,34868.5803586,0.0
2015,8,57,53240.6187406,51678.9451703,0.0
2015,9,57,47696.3925023,61777.0656734,20521.8046032
2015,10,57,50200.9100198,77031.5501711,41135.1512783
2015,11,57,35223.1385322,65476.8176454,15409.1926781
2015,12,57,31554.7634508,41012.1882804,9983.31740047
2016,1,57,35068.4352832,50382.1176282,20158.1472028
2016,2,57,26505.6666667,50228.9289113,23723.2622447
2016,3,57,70966.6830445,76938.2610131,40345.9203439
2016,4,57,37310.0234415,67376.2518109,31441.4628525
2016,5,57,26505.6666667,55988.8564584,29483.1897917
2016,6,57,31607.5841392,62791.421521,36285.7548543
2016,7,57,49568.2222197,73129.2104841,28494.3389375
2016,8,57,30636.9232396,50688.9098443,14709.4217929
2016,9,57,52045.2181004,56795.6741123,19828.3206488
2016,10,57,26505.6666667,48844.2797366,3335.79634113
2016,11,57,49439.9434917,50236.2000783,14005.754206
2016,12,57,51164.3287289,63385.3141191,24786.1127557
2017,1,57,46509.857544,53824.5318431,17178.6559587
2017,2,57,0.0,37936.7398431,33117.7398431
2014,1,58,25471.3733314,37762.0998918,14761.6666667
2014,2,58,21152.1260754,45889.2694837,24737.1434082
2014,3,58,28735.3757889,47388.6014633,29346.9347966
2014,4,58,27121.0385835,63365.5142711,39039.786413
2014,5,58,33821.8210431,85183.9177432,51362.0967001
2014,6,58,24714.8362279,51838.4259415,33796.7592748
2014,7,58,42701.6203286,71541.1278889,43169.2402475
2014,8,58,41142.8683566,77774.0033283,23309.7786806
2014,9,58,21649.4093488,47873.1356864,21722.8510725
2014,10,58,32262.1977951,34966.9826093,12421.0073546
2014,11,58,29017.9741971,41186.2348775,13941.6128634
2014,12,58,25969.5290193,30607.0249853,12565.3583186
2015,1,58,28222.8410236,43806.1357141,19146.0253811
2015,2,58,33214.9798152,62137.2562573,38426.7272095
2015,3,58,37444.4691478,59861.9051147,26475.5429784
2015,4,58,39292.5291608,73311.4202206,50865.9026256
2015,5,58,29632.7610113,69912.6897731,51871.0231064
2015,6,58,49100.0634479,110163.030317,70584.2023222
2015,7,58,27840.0277815,106095.220914,75425.3758532
2015,8,58,26069.0074701,91597.7016695,62333.4869976
2015,9,58,21088.994875,48795.0872737,19635.716227
2015,10,58,32786.0703591,44345.1718431,14810.0965057
2015,11,58,28096.58004,32052.5148247,6238.40087682
2015,12,58,54344.7376886,71377.5465859,36013.552302
2016,1,58,18041.6666667,81333.5649387,63291.8982721
2016,2,58,18041.6666667,47074.990461,19645.7578668
2016,3,58,26114.9987051,38758.1623178,17972.047798
2016,4,58,22867.3958149,40266.0183804,17398.6225655
2016,5,58,21774.3443146,35788.6145951,17746.9479285
2016,6,58,23105.3032551,37662.4736844,19620.8070177
2016,7,58,33313.2720753,43615.727518,12767.0059072
2016,8,58,24637.0697869,31918.3629116,13876.6962449
2016,9,58,37133.467502,61578.3480766,37353.117521
2016,10,58,61772.537665,94823.0211242,46842.9422015
2016,11,58,37240.4301136,104712.95304,70752.522926
2016,12,58,31137.9578883,83817.9959949,56257.7121027
2017,1,58,18041.6666667,63524.7423043,38381.8922295
2017,2,58,4427.08964451,54749.2770477,36960.2229678
2014,1,59,50159.6399819,66882.2050949,32558.0666667
2014,2,59,33770.0765051,58561.3200917,25995.653425
2014,3,59,32565.6666667,51114.6362998,18548.9696332
2014,4,59,38471.9074941,62793.3271466,30079.0692677
2014,5,59,60206.1231557,100845.813806,48179.5451823
2014,6,59,51532.5905311,82713.972567,39545.3913488
2014,7,59,42216.4505613,75083.763416,38665.2351387
2014,8,59,47563.9862447,67892.545685,23067.1722646
2014,9,59,38733.0522063,74274.1986361,41708.5319695
2014,10,59,55955.2495899,78353.6812986,30647.2271509
2014,11,59,54259.7309131,83901.4332661,41040.4923962
2014,12,59,43790.2030169,71046.1982258,27255.9952088
2015,1,59,42243.304378,58968.3445274,13619.7779052
2015,2,59,36756.3818079,40721.7843351,8156.11766847
2015,3,59,74629.7002062,75668.6227024,18358.4054524
2015,4,59,43878.2125044,92189.2257384,58036.7723237
2015,5,59,47373.0235266,68392.8448835,35827.1782168
2015,6,59,38802.7776131,74629.9558299,17020.0866232
2015,7,59,38330.501805,55287.5140526,17904.2529147
2015,8,59,47154.4538284,60161.5465405,21768.0448242
2015,9,59,58075.0913889,87048.6695386,45878.379869
2015,10,59,40318.1073131,76602.8291939,34782.6210237
2015,11,59,50378.6798392,60777.1127011,24536.8249812
2015,12,59,32565.6666667,66445.9969088,33880.3302422
2016,1,59,57626.8372388,73368.2168388,24098.5284304
2016,2,59,47788.0192377,87496.5581093,45628.5388717
2016,3,59,40258.7785506,70851.9246101,29951.7981841
2016,4,59,46426.7859289,77420.1674643,36913.3815353
2016,5,59,47996.348244,80049.8187676,47484.152101
2016,6,59,36718.7604166,74631.3366845,42065.6700179
2016,7,59,55062.9603129,81828.0609916,31447.1202308
2016,8,59,62146.6500515,103385.821804,57851.3069078
2016,9,59,32565.6666667,81985.3155747,49419.648908
2016,10,59,49276.439048,63612.573096,30408.6342612
2016,11,59,61967.986654,81289.6328366,42297.241273
2016,12,59,59672.4054939,86166.7895538,35966.5373851
2017,1,59,63906.9712369,84595.0495808,34109.6090388
2017,2,59,0.0,71752.7793717,51482.2234974
2014,1,60,17819.6054133,25438.0188913,9316.248678
2014,2,60,24417.7217772,35142.8200583,20788.8200583
2014,3,60,20973.6535782,49675.6429965,28701.9894183
2014,4,60,21152.260183,45015.2015927,23862.9414097
2014,5,60,50247.2137934,51316.266455,21723.1739639
2014,6,60,24005.3079716,40693.9030666,24662.628736
2014,7,60,14354.0,39879.3239728,25525.3239728
2014,8,60,25707.4081402,51232.7321129,31096.917024
2014,9,60,68609.2149059,101871.841167,39464.4205099
2014,10,60,30845.1910874,122461.924431,102815.469576
2014,11,60,14354.0,81094.2863584,31043.3670793
2014,12,60,21489.7402722,42696.313444,25810.4067565
2015,1,60,14354.0,22242.9214893,7888.92148927
2015,2,60,34050.440824,38490.2896275,18982.7838977
