SALARY,BALANCE,WIREINCNT,WIREIN,CASHINCNT,CASHIN,WIREOUTCNT,WIREOUT,CASHOUTCNT,CASHOUT,P1,P2,P3,P4
394936.0,789872.0,2.0,39493.6,2.0,3949.36,3.0,27645.52,3.0,4265.3088,0.0,0.0,0.0,0.0
124756.0,374268.0,2.0,152202.32,3.0,3742.68,4.0,187134.0,10.0,3118.9,0.0,1.0,0.0,0.0
175076.0,350152.0,1.0,234601.84,2.0,3501.52,5.0,273818.864,7.0,3214.39536,0.0,1.0,0.0,0.0
254676.0,509352.0,2.0,40748.16,3.0,10187.04,1.0,12224.448,1.0,19110.88704,0.0,0.0,0.0,0.0
356548.0,1782740.0,3.0,60613.16,2.0,24958.36,1.0,40004.6856,1.0,8861.643992,0.0,0.0,0.0,0.0
201360.0,1812240.0,2.0,10068.0,2.0,14095.2,1.0,3624.48,3.0,3608.3712,0.0,0.0,0.0,0.0
169820.0,1698200.0,5.0,169820.0,9.0,10189.2,1.0,131406.716,2.0,44714.28528,0.0,0.0,1.0,1.0
193224.0,1159344.0,3.0,3864.48,1.0,11593.44,1.0,2357.3328,2.0,1115.288928,0.0,0.0,0.0,0.0
359324.0,718648.0,1.0,35932.4,3.0,25152.68,2.0,18684.848,1.0,9831.10464,0.0,0.0,0.0,0.0
175872.0,527616.0,10.0,175872.0,6.0,7034.88,1.0,162787.1232,3.0,19717.361664,0.0,0.0,1.0,1.0
318068.0,1590340.0,4.0,292622.56,7.0,28626.12,1.0,285911.3252,1.0,34630.607704,0.0,0.0,1.0,1.0
84992.0,424960.0,1.0,119838.72,1.0,8499.2,7.0,137321.5744,6.0,539.019264,0.0,1.0,0.0,0.0
269884.0,2428956.0,2.0,267185.16,3.0,24289.56,9.0,317707.4448,5.0,2098.617984,0.0,1.0,0.0,0.0
48620.0,291720.0,10.0,49106.2,4.0,8265.4,12.0,59092.748,8.0,189.32628,0.0,0.0,0.0,1.0
181492.0,544476.0,3.0,32668.56,1.0,14519.36,1.0,18294.3936,3.0,9343.20816,0.0,0.0,0.0,0.0
266184.0,798552.0,7.0,367333.92,6.0,7985.52,3.0,281489.58,2.0,91014.9642,0.0,0.0,1.0,1.0
136084.0,1360840.0,3.0,151053.24,2.0,9525.88,5.0,181454.4056,5.0,1878.775704,0.0,1.0,0.0,0.0
59704.0,477632.0,7.0,63286.24,7.0,4179.28,2.0,60044.3128,2.0,6827.510624,0.0,0.0,1.0,1.0
182044.0,1638396.0,2.0,9102.2,1.0,3640.88,1.0,5097.232,3.0,3083.82536,0.0,0.0,0.0,0.0
147004.0,441012.0,1.0,194045.28,3.0,8820.24,5.0,239381.3136,5.0,2190.947616,0.0,1.0,0.0,0.0
288068.0,576136.0,9.0,241977.12,10.0,40329.52,20.0,302068.1048,6.0,1976.14648,0.0,0.0,0.0,1.0
163268.0,489804.0,3.0,32653.6,2.0,6530.72,2.0,23837.128,1.0,6788.68344,0.0,0.0,0.0,0.0
231740.0,926960.0,8.0,243327.0,9.0,6952.2,3.0,235262.448,2.0,14866.58448,0.0,0.0,1.0,1.0
304356.0,2130492.0,2.0,6087.12,2.0,24348.48,3.0,2617.4616,3.0,1075.594104,0.0,0.0,0.0,0.0
251480.0,2011840.0,5.0,213758.0,4.0,42751.6,11.0,233423.736,4.0,25148.0,0.0,0.0,0.0,1.0
190532.0,1143192.0,4.0,192437.32,7.0,5715.96,2.0,170411.8208,2.0,25244.727872,0.0,0.0,1.0,1.0
200136.0,1000680.0,6.0,146099.28,5.0,12008.16,2.0,129648.1008,1.0,26182.592064,0.0,0.0,1.0,1.0
101088.0,303264.0,2.0,16174.08,1.0,4043.52,5.0,135457.92,8.0,2405.8944,0.0,0.0,1.0,0.0
247848.0,1982784.0,9.0,183407.52,9.0,4956.96,2.0,177062.6112,1.0,10397.719296,0.0,0.0,1.0,1.0
122812.0,1105308.0,3.0,2456.24,3.0,6140.6,4.0,180533.64,7.0,4617.7312,0.0,0.0,1.0,0.0
223604.0,447208.0,2.0,42484.76,2.0,11180.2,6.0,335406.0,7.0,4472.08,0.0,0.0,1.0,0.0
113460.0,680760.0,1.0,2269.2,3.0,1134.6,2.0,1429.596,3.0,352.63368,0.0,0.0,0.0,0.0
181856.0,727424.0,10.0,263691.2,8.0,10911.36,3.0,247142.304,3.0,24988.83296,0.0,0.0,1.0,1.0
317564.0,952692.0,2.0,34932.04,3.0,12702.56,1.0,21657.8648,2.0,8628.21388,0.0,0.0,0.0,0.0
144636.0,1157088.0,2.0,185134.08,1.0,5785.44,8.0,202374.6912,6.0,801.861984,0.0,1.0,0.0,0.0
318216.0,2227512.0,3.0,9546.48,2.0,31821.6,6.0,391405.68,8.0,5123.2776,0.0,0.0,1.0,0.0
142420.0,1281780.0,3.0,7121.0,3.0,7121.0,4.0,145268.4,8.0,256.356,0.0,0.0,1.0,0.0
306872.0,3068720.0,1.0,46030.8,1.0,12274.88,9.0,309940.72,6.0,184.1232,0.0,0.0,1.0,0.0
302924.0,1514620.0,2.0,372596.52,1.0,9087.72,7.0,343515.816,6.0,9087.72,0.0,1.0,0.0,0.0
74796.0,598368.0,8.0,100974.6,10.0,7479.6,1.0,93270.612,3.0,15183.588,0.0,0.0,1.0,1.0
385464.0,1927320.0,1.0,46255.68,3.0,7709.28,1.0,14801.8176,2.0,15726.9312,0.0,0.0,0.0,0.0
268548.0,1879836.0,10.0,190669.08,10.0,34911.24,11.0,234603.5328,7.0,1624.178304,0.0,0.0,0.0,1.0
263464.0,2634640.0,5.0,337233.92,5.0,39519.6,20.0,421963.9424,9.0,4521.04224,0.0,0.0,0.0,1.0
146192.0,1169536.0,4.0,176892.32,10.0,13157.28,3.0,167243.648,3.0,22805.952,0.0,0.0,1.0,1.0
109824.0,878592.0,3.0,9884.16,2.0,8785.92,2.0,5337.4464,3.0,1500.415488,0.0,0.0,0.0,0.0
83916.0,839160.0,1.0,84755.16,3.0,8391.6,7.0,89420.8896,5.0,2517.48,0.0,1.0,0.0,0.0
156116.0,624464.0,2.0,3122.32,2.0,12489.28,9.0,213878.92,7.0,2310.5168,0.0,0.0,1.0,0.0
145384.0,1308456.0,1.0,157014.72,2.0,13084.56,8.0,197315.1648,6.0,544.317696,0.0,1.0,0.0,0.0
334708.0,1004124.0,1.0,441814.56,2.0,30123.72,6.0,448341.366,4.0,33470.8,0.0,1.0,0.0,0.0
324196.0,1945176.0,3.0,35661.56,2.0,12967.84,1.0,20327.0892,2.0,6593.822444,0.0,0.0,0.0,0.0
169460.0,1525140.0,1.0,16946.0,1.0,3389.2,2.0,6778.4,3.0,3253.632,0.0,0.0,0.0,0.0
367540.0,3675400.0,5.0,268304.2,9.0,29403.2,2.0,276867.882,2.0,19589.14692,0.0,0.0,1.0,1.0
367776.0,2206656.0,10.0,408231.36,8.0,22066.56,3.0,370056.2112,1.0,54819.955008,0.0,0.0,1.0,1.0
213388.0,1920492.0,1.0,315814.24,3.0,4267.76,10.0,332885.28,10.0,1024.2624,0.0,1.0,0.0,0.0
175076.0,1575684.0,3.0,12255.32,1.0,14006.08,6.0,210091.2,10.0,700.304,0.0,0.0,1.0,0.0
251348.0,1005392.0,2.0,42729.16,2.0,20107.84,7.0,311671.52,10.0,4825.8816,0.0,0.0,1.0,0.0
370148.0,1480592.0,5.0,381252.44,7.0,25910.36,1.0,399019.544,1.0,7491.79552,0.0,0.0,1.0,1.0
204764.0,1433348.0,1.0,16381.12,2.0,16381.12,10.0,276431.4,7.0,2150.022,0.0,0.0,1.0,0.0
127140.0,254280.0,1.0,19071.0,2.0,1271.4,10.0,177996.0,4.0,508.56,0.0,0.0,1.0,0.0
56320.0,281600.0,4.0,41113.6,7.0,2816.0,3.0,34265.088,3.0,9471.22176,0.0,0.0,1.0,1.0
372740.0,2981920.0,1.0,59638.4,3.0,18637.0,2.0,44132.416,1.0,5892.27392,0.0,0.0,0.0,0.0
185232.0,370464.0,1.0,248210.88,2.0,16670.88,9.0,280774.6656,4.0,1112.503392,0.0,1.0,0.0,0.0
136640.0,546560.0,1.0,132540.8,2.0,13664.0,5.0,131584.32,4.0,10931.2,0.0,1.0,0.0,0.0
343072.0,2744576.0,3.0,459716.48,2.0,27445.76,10.0,521263.5968,4.0,2046.081408,0.0,1.0,0.0,0.0
175944.0,1407552.0,9.0,172425.12,7.0,5278.32,1.0,142162.752,2.0,33763.6536,0.0,0.0,1.0,1.0
225580.0,1579060.0,9.0,320323.6,6.0,42860.2,20.0,421293.208,4.0,9297.50528,0.0,0.0,0.0,1.0
311860.0,935580.0,5.0,411655.2,10.0,31186.0,1.0,438412.788,1.0,3985.5708,0.0,0.0,1.0,1.0
182044.0,728176.0,3.0,167480.48,1.0,18204.4,8.0,174543.7872,10.0,18204.4,0.0,1.0,0.0,0.0
84016.0,588112.0,1.0,15963.04,2.0,7561.44,1.0,7981.52,2.0,4788.912,0.0,0.0,0.0,0.0
169844.0,509532.0,9.0,200415.92,4.0,20381.28,11.0,253916.78,4.0,3643.1538,0.0,0.0,0.0,1.0
128288.0,769728.0,1.0,130853.76,2.0,6414.4,9.0,138640.8416,10.0,82.360896,0.0,1.0,0.0,0.0
129488.0,258976.0,4.0,191642.24,10.0,1294.88,2.0,138914.7264,2.0,51321.27392,0.0,0.0,1.0,1.0
181196.0,1449568.0,2.0,7247.84,1.0,14495.68,1.0,4928.5312,2.0,1693.095424,0.0,0.0,0.0,0.0
175764.0,351528.0,10.0,126550.08,8.0,14061.12,2.0,105458.4,3.0,31637.52,0.0,0.0,1.0,1.0
308828.0,926484.0,2.0,40147.64,2.0,18529.68,9.0,339710.8,10.0,2779.452,0.0,0.0,1.0,0.0
130836.0,785016.0,2.0,2616.72,3.0,5233.44,3.0,889.6848,3.0,569.921616,0.0,0.0,0.0,0.0
380760.0,1142280.0,10.0,468334.8,4.0,15230.4,1.0,459386.94,3.0,24178.26,0.0,0.0,1.0,1.0
143148.0,1288332.0,7.0,177503.52,8.0,12883.32,2.0,190386.84,2.0,8588.88,0.0,0.0,1.0,1.0
216768.0,2167680.0,6.0,283966.08,7.0,4335.36,3.0,230641.152,1.0,53624.06784,0.0,0.0,1.0,1.0
260216.0,780648.0,8.0,351291.6,8.0,26021.6,2.0,286758.032,2.0,84216.30624,0.0,0.0,1.0,1.0
336192.0,2353344.0,5.0,326106.24,4.0,13447.68,2.0,312389.6064,3.0,24991.168512,0.0,0.0,1.0,1.0
65340.0,130680.0,3.0,1306.8,1.0,4573.8,2.0,496.584,3.0,591.45768,0.0,0.0,0.0,0.0
53556.0,535560.0,4.0,72836.16,10.0,9640.08,7.0,91548.6264,8.0,997.962504,0.0,0.0,0.0,1.0
149392.0,597568.0,4.0,168812.96,8.0,14939.2,1.0,161701.9008,3.0,21388.751424,0.0,0.0,1.0,1.0
90220.0,902200.0,1.0,2706.6,3.0,2706.6,1.0,1623.96,3.0,368.0976,0.0,0.0,0.0,0.0
230224.0,1611568.0,9.0,320011.36,9.0,25324.64,20.0,348789.36,4.0,483.4704,0.0,0.0,0.0,1.0
128548.0,1156932.0,3.0,14140.28,3.0,10283.84,10.0,131118.96,7.0,231.3864,0.0,0.0,1.0,0.0
156116.0,312232.0,6.0,196706.16,5.0,1561.16,1.0,150683.1632,1.0,46632.473664,0.0,0.0,1.0,1.0
156116.0,312232.0,7.0,218562.4,8.0,20295.08,13.0,281851.8264,9.0,6879.095424,0.0,0.0,0.0,1.0
128920.0,1160280.0,1.0,170174.4,1.0,6446.0,4.0,208412.072,5.0,635.83344,0.0,1.0,0.0,0.0
267136.0,2404224.0,3.0,261793.28,2.0,5342.72,6.0,272478.72,10.0,106.8544,0.0,1.0,0.0,0.0
259360.0,2074880.0,1.0,355323.2,2.0,7780.8,10.0,370366.08,9.0,653.5872,0.0,1.0,0.0,0.0
162868.0,1302944.0,1.0,27687.56,3.0,11400.76,3.0,15781.9092,1.0,4286.034288,0.0,0.0,0.0,0.0
252244.0,1765708.0,1.0,15134.64,1.0,15134.64,6.0,373321.12,5.0,1210.7712,0.0,0.0,1.0,0.0
337292.0,1011876.0,9.0,313681.56,10.0,16864.6,2.0,271047.8512,1.0,55333.427184,0.0,0.0,1.0,1.0
187952.0,563856.0,3.0,28192.8,3.0,5638.56,3.0,22272.312,2.0,4262.75136,0.0,0.0,0.0,0.0
221476.0,442952.0,3.0,298992.6,3.0,8859.04,9.0,301694.6072,9.0,17718.08,0.0,1.0,0.0,0.0
99332.0,993320.0,3.0,13906.48,2.0,1986.64,10.0,138071.48,10.0,1936.974,0.0,0.0,1.0,0.0
274024.0,2466216.0,7.0,312387.36,10.0,10960.96,1.0,255445.1728,1.0,63828.958368,0.0,0.0,1.0,1.0
330028.0,2970252.0,4.0,442237.52,6.0,13201.12,1.0,405340.3896,3.0,50098.2504,0.0,0.0,1.0,1.0
147004.0,588016.0,3.0,14700.4,1.0,11760.32,3.0,7056.192,3.0,4739.40896,0.0,0.0,0.0,0.0
292252.0,2338016.0,10.0,438378.0,4.0,14612.6,3.0,439400.882,1.0,13317.92364,0.0,0.0,1.0,1.0
318964.0,1913784.0,5.0,347670.76,4.0,51034.24,17.0,398705.0,7.0,9568.92,0.0,0.0,0.0,1.0
169844.0,1019064.0,3.0,15285.96,2.0,16984.4,10.0,171542.44,6.0,16.9844,0.0,0.0,1.0,0.0
389672.0,3896720.0,3.0,377981.84,2.0,23380.32,9.0,409389.4032,5.0,561.907024,0.0,1.0,0.0,0.0
93848.0,563088.0,1.0,2815.44,2.0,7507.84,6.0,139833.52,10.0,4138.6968,0.0,0.0,1.0,0.0
97460.0,389840.0,3.0,10720.6,2.0,3898.4,3.0,7933.244,2.0,919.82748,0.0,0.0,0.0,0.0
375160.0,750320.0,10.0,405172.8,5.0,75032.0,16.0,485006.848,4.0,528.22528,0.0,0.0,0.0,1.0
365280.0,1826400.0,2.0,51139.2,2.0,21916.8,2.0,40911.36,1.0,4807.0848,0.0,0.0,0.0,0.0
112416.0,674496.0,1.0,128154.24,3.0,10117.44,6.0,160395.1488,9.0,1991.112192,0.0,1.0,0.0,0.0
150172.0,901032.0,4.0,222254.56,5.0,1501.72,3.0,156629.396,1.0,67126.884,0.0,0.0,1.0,1.0
218480.0,1310880.0,3.0,214110.4,2.0,15293.6,8.0,215639.76,8.0,6554.4,0.0,1.0,0.0,0.0
174092.0,1740920.0,7.0,147978.2,7.0,15668.28,3.0,117825.4656,1.0,42613.543392,0.0,0.0,1.0,1.0
53804.0,161412.0,4.0,74249.52,4.0,3228.24,1.0,76702.9824,1.0,751.534272,0.0,0.0,1.0,1.0
76284.0,610272.0,1.0,9916.92,3.0,1525.68,5.0,88489.44,4.0,732.3264,0.0,0.0,1.0,0.0
42792.0,213960.0,10.0,36801.12,5.0,2567.52,2.0,35825.4624,1.0,3330.586944,0.0,0.0,1.0,1.0
195628.0,1369396.0,10.0,258228.96,8.0,29344.2,10.0,281821.6968,5.0,9781.4,0.0,0.0,0.0,1.0
348684.0,1394736.0,2.0,512565.48,1.0,6973.68,9.0,524734.5516,5.0,467.585244,0.0,1.0,0.0,0.0
79408.0,794080.0,5.0,76231.68,8.0,9528.96,9.0,78899.7888,4.0,794.08,0.0,0.0,0.0,1.0
106136.0,1061360.0,2.0,119933.68,3.0,9552.24,5.0,146319.0896,4.0,841.65848,0.0,1.0,0.0,0.0
253760.0,507520.0,1.0,30451.2,1.0,22838.4,2.0,17357.184,3.0,4451.96544,0.0,0.0,0.0,0.0
242532.0,1455192.0,1.0,291038.4,2.0,24253.2,5.0,349973.676,5.0,3468.2076,0.0,1.0,0.0,0.0
74452.0,297808.0,2.0,79663.64,1.0,2978.08,5.0,89253.0576,9.0,462.793632,0.0,1.0,0.0,0.0
104688.0,942192.0,2.0,145516.32,3.0,7328.16,5.0,149787.5904,7.0,8375.04,0.0,1.0,0.0,0.0
329956.0,659912.0,1.0,56092.52,2.0,13198.24,4.0,415744.56,6.0,5147.3136,0.0,0.0,1.0,0.0
47176.0,330232.0,4.0,34438.48,4.0,4245.84,2.0,29013.24,1.0,8800.6828,0.0,0.0,1.0,1.0
116076.0,1160760.0,1.0,12768.36,2.0,4643.04,6.0,152059.56,6.0,359.8356,0.0,0.0,1.0,0.0
247248.0,2225232.0,3.0,34614.72,3.0,2472.48,9.0,314004.96,7.0,4672.9872,0.0,0.0,1.0,0.0
278632.0,1950424.0,5.0,203401.36,10.0,22290.56,2.0,160241.2632,1.0,61523.617392,0.0,0.0,1.0,1.0
61092.0,183276.0,1.0,73921.32,3.0,4887.36,8.0,94570.416,7.0,1260.93888,0.0,1.0,0.0,0.0
316080.0,1896480.0,5.0,221256.0,8.0,50572.8,11.0,244645.92,7.0,28447.2,0.0,0.0,0.0,1.0
277136.0,554272.0,1.0,8314.08,3.0,11085.44,4.0,290992.8,10.0,1385.68,0.0,0.0,1.0,0.0
225580.0,1353480.0,2.0,40604.4,3.0,18046.4,7.0,243626.4,5.0,1263.248,0.0,0.0,1.0,0.0
184428.0,368856.0,2.0,267420.6,1.0,18442.8,6.0,257277.06,5.0,7377.12,0.0,1.0,0.0,0.0
289096.0,2023672.0,2.0,14454.8,2.0,11563.84,2.0,6649.208,3.0,4449.18744,0.0,0.0,0.0,0.0
206632.0,1859688.0,1.0,291351.12,2.0,14464.24,5.0,275233.824,6.0,18596.88,0.0,1.0,0.0,0.0
217520.0,870080.0,2.0,304528.0,1.0,21752.0,5.0,339331.2,8.0,261.024,0.0,1.0,0.0,0.0
368684.0,2949472.0,9.0,479289.2,5.0,25807.88,2.0,444485.4304,2.0,57581.06712,0.0,0.0,1.0,1.0
187928.0,939640.0,3.0,18792.8,2.0,3758.56,2.0,7329.192,2.0,4700.07928,0.0,0.0,0.0,0.0
195148.0,1951480.0,2.0,17563.32,3.0,1951.48,1.0,12118.6908,1.0,4246.810776,0.0,0.0,0.0,0.0
195148.0,1756332.0,7.0,193196.52,9.0,5854.44,1.0,143316.6912,1.0,51275.527296,0.0,0.0,1.0,1.0
341060.0,3069540.0,9.0,255795.0,9.0,30695.4,3.0,275030.784,2.0,10428.25056,0.0,0.0,1.0,1.0
170592.0,511776.0,8.0,213240.0,9.0,13647.36,1.0,217811.8656,1.0,8621.71968,0.0,0.0,1.0,1.0
288424.0,865272.0,4.0,395140.88,8.0,14421.2,3.0,315362.8016,1.0,84779.35056,0.0,0.0,1.0,1.0
245500.0,1718500.0,3.0,321605.0,3.0,9820.0,4.0,298282.5,4.0,22095.0,0.0,1.0,0.0,0.0
232188.0,2089692.0,2.0,32506.32,1.0,2321.88,5.0,318097.56,4.0,1718.1912,0.0,0.0,1.0,0.0
247248.0,494496.0,5.0,217578.24,6.0,29669.76,14.0,262082.88,10.0,1631.8368,0.0,0.0,0.0,1.0
152856.0,611424.0,7.0,110056.32,6.0,7642.8,2.0,115345.1376,1.0,2165.663808,0.0,0.0,1.0,1.0
84016.0,336064.0,4.0,99979.04,6.0,8401.6,18.0,119218.704,5.0,1517.32896,0.0,0.0,0.0,1.0
155376.0,1398384.0,6.0,195773.76,8.0,1553.76,2.0,138129.264,2.0,57422.30832,0.0,0.0,1.0,1.0
147704.0,1181632.0,6.0,149181.04,6.0,4431.12,3.0,139787.0656,3.0,12442.58496,0.0,0.0,1.0,1.0
97020.0,582120.0,1.0,113513.4,3.0,2910.6,5.0,124573.68,6.0,814.968,0.0,1.0,0.0,0.0
120224.0,721344.0,9.0,165909.12,9.0,1202.24,2.0,118649.0656,3.0,44585.310848,0.0,0.0,1.0,1.0
209548.0,1885932.0,5.0,220025.4,4.0,20954.8,3.0,190374.358,3.0,46051.31622,0.0,0.0,1.0,1.0
158616.0,1110312.0,2.0,30137.04,1.0,14275.44,8.0,182408.4,5.0,475.848,0.0,0.0,1.0,0.0
339620.0,1358480.0,4.0,346412.4,10.0,16981.0,1.0,363393.4,1.0,30565.8,0.0,0.0,1.0,1.0
346452.0,2078712.0,5.0,509284.44,9.0,17322.6,2.0,468680.2656,3.0,57926.7744,0.0,0.0,1.0,1.0
324828.0,1948968.0,6.0,487242.0,4.0,48724.2,7.0,594922.482,9.0,7074.75384,0.0,0.0,0.0,1.0
164580.0,1152060.0,1.0,13166.4,1.0,14812.2,3.0,4081.584,1.0,4905.80064,0.0,0.0,0.0,0.0
169712.0,1357696.0,1.0,22062.56,3.0,15274.08,1.0,11693.1568,3.0,6014.253856,0.0,0.0,0.0,0.0
324908.0,649816.0,8.0,243681.0,9.0,42238.04,8.0,268763.8976,6.0,6498.16,0.0,0.0,0.0,1.0
291612.0,583224.0,2.0,52490.16,3.0,29161.2,2.0,38317.8168,2.0,6377.55444,0.0,0.0,0.0,0.0
269884.0,1889188.0,2.0,16193.04,1.0,2698.84,3.0,7934.5896,2.0,2807.873136,0.0,0.0,0.0,0.0
83796.0,167592.0,3.0,7541.64,1.0,837.96,10.0,118990.32,6.0,1055.8296,0.0,0.0,1.0,0.0
302320.0,1511600.0,1.0,54417.6,3.0,18139.2,7.0,350691.2,6.0,3385.984,0.0,0.0,1.0,0.0
157632.0,945792.0,3.0,6305.28,1.0,3152.64,6.0,186005.76,8.0,1986.1632,0.0,0.0,1.0,0.0
147276.0,883656.0,5.0,217968.48,10.0,10309.32,3.0,164360.016,3.0,59443.53912,0.0,0.0,1.0,1.0
335884.0,1007652.0,2.0,335884.0,2.0,20153.04,8.0,363157.7808,7.0,569.659264,0.0,1.0,0.0,0.0
201360.0,402720.0,8.0,247672.8,10.0,28190.4,5.0,278621.832,6.0,496.55376,0.0,0.0,0.0,1.0
241664.0,483328.0,1.0,323829.76,3.0,16916.48,8.0,320301.4656,5.0,9666.56,0.0,1.0,0.0,0.0
175764.0,1054584.0,8.0,182794.56,8.0,7030.56,2.0,182232.1152,2.0,7593.0048,0.0,0.0,1.0,1.0
61944.0,371664.0,8.0,60085.68,4.0,5574.96,2.0,54498.3312,3.0,10827.439536,0.0,0.0,1.0,1.0
205120.0,1846080.0,3.0,250246.4,3.0,6153.6,6.0,256400.0,9.0,8204.8,0.0,1.0,0.0,0.0
106136.0,318408.0,10.0,151774.48,5.0,15920.4,16.0,169371.8288,7.0,218.003344,0.0,0.0,0.0,1.0
353636.0,2121816.0,2.0,49509.04,1.0,3536.36,3.0,20298.7064,2.0,21907.7502,0.0,0.0,0.0,0.0
58316.0,116632.0,7.0,76977.12,9.0,8164.24,7.0,95358.3232,8.0,1941.223008,0.0,0.0,0.0,1.0
125792.0,1257920.0,2.0,7547.52,2.0,7547.52,3.0,4981.3632,3.0,1257.416832,0.0,0.0,0.0,0.0
335232.0,1340928.0,3.0,26818.56,1.0,13409.28,5.0,449210.88,4.0,6838.7328,0.0,0.0,1.0,0.0
284080.0,2272640.0,4.0,213060.0,9.0,56816.0,12.0,261779.72,6.0,14204.0,0.0,0.0,0.0,1.0
295432.0,886296.0,2.0,47269.12,2.0,2954.32,4.0,324975.2,7.0,2068.024,0.0,0.0,1.0,0.0
71736.0,143472.0,2.0,81779.04,1.0,2152.08,4.0,90645.6096,8.0,134.289792,0.0,1.0,0.0,0.0
91352.0,822168.0,3.0,6394.64,2.0,3654.08,7.0,91352.0,10.0,0.0,0.0,0.0,1.0,0.0
69388.0,416328.0,3.0,68000.24,1.0,4857.16,10.0,85243.158,4.0,743.14548,0.0,1.0,0.0,0.0
367312.0,2938496.0,3.0,25711.84,2.0,36731.2,1.0,15941.3408,3.0,3126.559744,0.0,0.0,0.0,0.0
354256.0,2479792.0,2.0,464075.36,2.0,28340.48,8.0,556429.8992,8.0,640.140592,0.0,1.0,0.0,0.0
227144.0,1135720.0,2.0,36343.04,3.0,20442.96,6.0,336173.12,10.0,8722.3296,0.0,0.0,1.0,0.0
312124.0,1248496.0,1.0,40576.12,1.0,9363.72,1.0,16636.2092,1.0,16518.538452,0.0,0.0,0.0,0.0
216456.0,1298736.0,1.0,15151.92,1.0,4329.12,4.0,313861.2,6.0,7792.416,0.0,0.0,1.0,0.0
364028.0,2912224.0,3.0,18201.4,3.0,29122.24,10.0,502358.64,4.0,2766.6128,0.0,0.0,1.0,0.0
131744.0,922208.0,1.0,18444.16,2.0,9222.08,3.0,8299.872,1.0,4767.81536,0.0,0.0,0.0,0.0
174868.0,874340.0,2.0,190606.12,3.0,1748.68,10.0,205819.636,10.0,1346.4836,0.0,1.0,0.0,0.0
185232.0,1481856.0,7.0,181527.36,5.0,22227.84,11.0,191529.888,7.0,18523.2,0.0,0.0,0.0,1.0
266012.0,1064048.0,2.0,34581.56,3.0,5320.24,6.0,391037.64,7.0,10002.0512,0.0,0.0,1.0,0.0
372016.0,3720160.0,10.0,457579.68,8.0,59522.56,19.0,599838.5984,6.0,10755.726592,0.0,0.0,0.0,1.0
297652.0,1190608.0,2.0,29765.2,1.0,11906.08,4.0,398853.68,9.0,10120.168,0.0,0.0,1.0,0.0
125168.0,1251680.0,1.0,10013.44,2.0,6258.4,3.0,4305.7792,2.0,2111.834496,0.0,0.0,0.0,0.0
259360.0,2074880.0,1.0,38904.0,2.0,20748.8,10.0,308638.4,9.0,1971.136,0.0,0.0,1.0,0.0
138292.0,1244628.0,4.0,154887.04,9.0,6914.6,1.0,137531.394,2.0,22085.92386,0.0,0.0,1.0,1.0
331012.0,662024.0,7.0,238328.64,10.0,33101.2,12.0,257858.348,5.0,33101.2,0.0,0.0,0.0,1.0
43232.0,345856.0,3.0,1296.96,2.0,432.32,9.0,50581.44,10.0,734.944,0.0,0.0,1.0,0.0
116992.0,233984.0,3.0,4679.68,1.0,9359.36,4.0,141560.32,10.0,1965.4656,0.0,0.0,1.0,0.0
389576.0,3895760.0,3.0,377888.72,3.0,7791.52,10.0,412677.8568,9.0,539.952336,0.0,1.0,0.0,0.0
265652.0,2656520.0,3.0,47817.36,3.0,5313.04,1.0,28690.416,3.0,6120.62208,0.0,0.0,0.0,0.0
175944.0,1055664.0,7.0,161868.48,6.0,17594.4,1.0,168695.1072,3.0,10014.028704,0.0,0.0,1.0,1.0
275900.0,551800.0,1.0,347634.0,2.0,22072.0,9.0,425161.9,9.0,2218.236,0.0,1.0,0.0,0.0
102800.0,616800.0,8.0,76072.0,6.0,8224.0,1.0,68279.76,2.0,16016.24,0.0,0.0,1.0,1.0
59704.0,298520.0,1.0,5373.36,1.0,3582.24,7.0,60301.04,5.0,41.7928,0.0,0.0,1.0,0.0
299536.0,1497680.0,9.0,251610.24,9.0,35944.32,12.0,258799.104,6.0,17972.16,0.0,0.0,0.0,1.0
144636.0,578544.0,1.0,11570.88,1.0,10124.52,1.0,5669.7312,3.0,2360.45952,0.0,0.0,0.0,0.0
44700.0,268200.0,10.0,59898.0,10.0,447.0,1.0,47672.55,1.0,11785.3785,0.0,0.0,1.0,1.0
315584.0,1893504.0,5.0,246155.52,5.0,22090.88,1.0,230691.904,1.0,33799.0464,0.0,0.0,1.0,1.0
175944.0,1407552.0,2.0,5278.32,1.0,1759.44,3.0,1741.8456,2.0,2546.261568,0.0,0.0,0.0,0.0
325668.0,1954008.0,2.0,374518.2,2.0,3256.68,7.0,358886.136,6.0,3256.68,0.0,1.0,0.0,0.0
76636.0,766360.0,1.0,7663.6,2.0,7663.6,10.0,82000.52,4.0,321.8712,0.0,0.0,1.0,0.0
337028.0,1685140.0,2.0,441506.68,1.0,20221.68,9.0,443259.2256,9.0,13481.12,0.0,1.0,0.0,0.0
178132.0,1068792.0,2.0,19594.52,3.0,12469.24,9.0,208414.44,4.0,908.4732,0.0,0.0,1.0,0.0
169956.0,1699560.0,3.0,200548.08,2.0,16995.6,10.0,224069.9904,4.0,261.052416,0.0,1.0,0.0,0.0
96804.0,484020.0,9.0,129717.36,6.0,968.04,3.0,99320.904,3.0,28855.33632,0.0,0.0,1.0,1.0
347440.0,694880.0,6.0,507262.4,4.0,52116.0,14.0,525815.696,7.0,17372.0,0.0,0.0,0.0,1.0
