yeartime,monthtime,customerid,amount
2015,1,51,49458.0023714
2015,2,51,62733.7369933
2015,3,51,63587.679472
2015,4,51,59750.5549277
2015,5,51,73478.8507257
2015,6,51,57193.3993597
2015,7,51,52500.9188123
2015,8,51,53657.4373414
2015,9,51,70420.2726023
2015,10,51,57079.6145362
2015,11,51,62056.5085421
2015,12,51,43715.6714461
2016,1,51,43046.6663809
2016,2,51,48630.7231598
2016,3,51,71380.2671467
2016,4,51,49844.6834472
2016,5,51,60415.6818776
2016,6,51,34082.9151351
2016,7,51,92232.9701567
2016,8,51,50083.9763954
2016,9,51,47087.9725704
2016,10,51,86119.9509258
2016,11,51,80673.5302857
2016,12,51,47826.3664007
2017,1,51,63845.4552004
2017,2,51,46742.9368816
2014,1,52,13435.2434055
2014,2,52,11911.0296117
2014,3,52,29750.971673
2014,4,52,12076.021052
2014,5,52,23665.9454805
2014,6,52,31433.3635438
2014,7,52,22949.2350218
2014,8,52,31065.9552686
2014,9,52,21575.4174459
2014,10,52,47429.537735
2014,11,52,25217.9
2014,12,52,38728.6168489
2015,1,52,28834.9361354
2015,2,52,37554.014549
2015,3,52,48987.9603803
2015,4,52,42720.7880536
2015,5,52,33649.3965032
2015,6,52,49544.5984983
2015,7,52,16703.3826709
2015,8,52,32976.494248
2015,9,52,19916.2225707
2015,10,52,34516.8899202
2015,11,52,23570.6346033
2015,12,52,17031.082442
2016,1,52,15383.230186
2016,2,52,28095.2645529
2016,3,52,35729.0748294
2016,4,52,23920.2250678
2016,5,52,33769.3169279
2016,6,52,28354.0711726
2016,7,52,25778.3179271
2016,8,52,26700.8298844
2016,9,52,32342.0868994
2016,10,52,37062.2628348
2016,11,52,44911.153038
2016,12,52,29598.3421761
2017,1,52,27212.2813435
2017,2,52,7274.68663701
2013,12,53,16.0
2014,1,53,48353.996207
2014,2,53,48749.9367275
2014,3,53,57995.9681755
2014,4,53,59779.5515931
2014,5,53,69556.4344201
2014,6,53,58101.3010422
2014,7,53,52121.7181215
2014,8,53,59116.003312
2014,9,53,70389.8041292
2014,10,53,95481.3880995
2014,11,53,85408.7251337
2014,12,53,56428.9394202
2015,1,53,44259.549356
2015,2,53,54696.4830166
2015,3,53,70882.7549526
2015,4,53,74872.8493064
2015,5,53,60310.565142
2015,6,53,56276.2392465
2015,7,53,69371.6892961
2015,8,53,61377.4496258
2015,9,53,62832.423923
2015,10,53,75132.5006881
2015,11,53,83025.9345969
2015,12,53,41035.3902491
2016,1,53,44674.0576836
2016,2,53,43416.3331509
2016,3,53,52317.797907
2016,4,53,71898.8464258
2016,5,53,58691.8446864
2016,6,53,37855.3392431
2016,7,53,56739.2313274
2016,8,53,82426.836201
2016,9,53,66284.3617095
2016,10,53,62599.0573982
2016,11,53,67259.9991248
2016,12,53,69045.8569985
2017,1,53,120254.147202
2017,2,53,41171.5204186
2013,12,54,8.0
2014,1,54,15242.6246466
2014,2,54,11041.6158
2014,3,54,39202.8550195
2014,4,54,29036.4982424
2014,5,54,25121.1564415
2014,6,54,42513.5857493
2014,7,54,41439.5167734
2014,8,54,41469.6742791
2014,9,54,34907.200793
2014,10,54,51570.6495787
2014,11,54,33558.7605879
2014,12,54,44572.7558869
2015,1,54,43459.5930284
2015,2,54,26288.046244
2015,3,54,21171.8960542
2015,4,54,50339.0933847
2015,5,54,34980.7459198
2015,6,54,30926.5263263
2015,7,54,48710.7240325
2015,8,54,31559.6979341
2015,9,54,49551.961912
2015,10,54,41334.2430891
2015,11,54,26768.6487293
2015,12,54,40315.8388128
2016,1,54,47429.5318451
2016,2,54,66326.2346794
2016,3,54,35930.5251132
2016,4,54,39899.2321536
2016,5,54,16968.3012102
2016,6,54,41000.0454809
2016,7,54,36927.2210167
2016,8,54,34645.8399931
2016,9,54,14143.2473399
2016,10,54,55363.5890878
2016,11,54,52143.8629134
2016,12,54,81486.5278212
2017,1,54,52623.9858035
2017,2,54,26145.6912236
2014,1,55,32633.3641729
2014,2,55,30227.6742798
2014,3,55,63772.0728794
2014,4,55,74872.1924659
2014,5,55,43554.4612551
2014,6,55,62017.3468156
2014,7,55,56203.0124965
2014,8,55,74426.3357695
2014,9,55,49882.1503475
2014,10,55,85289.6390123
2014,11,55,99392.9815548
2014,12,55,82590.3202642
2015,1,55,49034.3167439
2015,2,55,40971.0933811
2015,3,55,90774.8817134
2015,4,55,41988.2758023
2015,5,55,24094.6447075
2015,6,55,82156.5128017
2015,7,55,43688.6155828
2015,8,55,74904.3775934
2015,9,55,67015.2113033
2015,10,55,67952.3934082
2015,11,55,86602.2553193
2015,12,55,72521.4789483
2016,1,55,65941.6851895
2016,2,55,85593.5270231
2016,3,55,49142.254143
2016,4,55,65924.7679525
2016,5,55,55782.6195177
2016,6,55,43793.2466303
2016,7,55,56853.7975473
2016,8,55,51199.5382221
2016,9,55,57477.6931466
2016,10,55,101131.738386
2016,11,55,84858.6451446
2016,12,55,59915.1154577
2017,1,55,86969.6594404
2017,2,55,49370.4824012
2014,1,56,13458.64
2014,2,56,42103.198548
2014,3,56,37279.5845766
2014,4,56,23654.6516
2014,5,56,30053.8618533
2014,6,56,48206.5676849
2014,7,56,32951.900761
2014,8,56,47654.9482098
2014,9,56,42275.8180351
2014,10,56,51678.2413982
2014,11,56,25071.7380067
2014,12,56,68794.6777766
2015,1,56,51302.5302866
2015,2,56,71908.5964841
2015,3,56,55578.3012723
2015,4,56,44570.9273588
2015,5,56,52363.1923471
2015,6,56,49310.281492
2015,7,56,48234.0954253
2015,8,56,60219.9596322
2015,9,56,56241.4125754
2015,10,56,67167.9479458
2015,11,56,73503.8339726
2015,12,56,38193.7852242
2016,1,56,38776.2481259
2016,2,56,46582.9898352
2016,3,56,38148.998971
2016,4,56,42857.6852991
2016,5,56,63468.5628412
2016,6,56,36154.7825482
2016,7,56,69019.4310078
2016,8,56,54458.0512375
2016,9,56,53391.8533561
2016,10,56,62126.3784475
2016,11,56,45357.2408085
2016,12,56,41478.1304903
2017,1,56,46089.9402255
2017,2,56,32520.1777232
2013,12,57,6.0
2014,1,57,23077.4341152
2014,2,57,30561.3712
2014,3,57,64277.8373953
2014,4,57,42328.7060914
2014,5,57,60067.9072665
2014,6,57,57225.8605731
2014,7,57,67470.6815847
2014,8,57,63792.6760005
2014,9,57,47311.556263
2014,10,57,67284.1322952
2014,11,57,73085.2834025
2014,12,57,56360.5642306
2015,1,57,76053.1020102
2015,2,57,58736.9300219
2015,3,57,52628.137306
2015,4,57,54074.9367754
2015,5,57,68498.0279316
2015,6,57,60115.50492
2015,7,57,54790.7377815
2015,8,57,44033.3402369
2015,9,57,63973.9272858
2015,10,57,56439.1445198
2015,11,57,77063.257493
2015,12,57,58499.510594
2016,1,57,37148.3017221
2016,2,57,39400.2553835
2016,3,57,63300.1335934
2016,4,57,53413.049993
2016,5,57,68840.2037558
2016,6,57,37564.4190766
2016,7,57,66899.106934
2016,8,57,60422.6163866
2016,9,57,52415.1876477
2016,10,57,85304.8777712
2016,11,57,61027.4900031
2016,12,57,45337.894229
2017,1,57,68833.03982
2017,2,57,27085.992
2014,1,58,14766.4835063
2014,2,58,26851.8398983
2014,3,58,37729.8238092
2014,4,58,25852.873296
2014,5,58,40968.1815626
2014,6,58,53250.0028358
2014,7,58,41381.2748605
2014,8,58,80730.9279446
2014,9,58,40762.5167666
2014,10,58,67011.6973447
2014,11,58,34778.9266385
2014,12,58,45290.4189115
2015,1,58,24140.2302948
2015,2,58,23598.539272
2015,3,58,49846.7802904
2015,4,58,38929.5449832
2015,5,58,39507.2405304
2015,6,58,19100.1603593
2015,7,58,53254.6955783
2015,8,58,68643.9159183
2015,9,58,68087.6031943
2015,10,58,48098.6497907
2015,11,58,48661.4653399
2015,12,58,32665.0610966
2016,1,58,27923.9404571
2016,2,58,69007.2798354
2016,3,58,34463.0426683
2016,4,58,37253.262877
2016,5,58,29927.3049751
2016,6,58,29943.1241659
2016,7,58,44634.5250924
2016,8,58,40661.5416415
2016,9,58,16165.162337
2016,10,58,50261.0646175
2016,11,58,38122.4739018
2016,12,58,71161.5744524
2017,1,58,45891.724246
2017,2,58,35695.8724011
2013,12,59,8.0
2014,1,59,36733.6695537
2014,2,59,57800.1615082
2014,3,59,58967.0504585
2014,4,59,42456.4166474
2014,5,59,51921.4370005
2014,6,59,102542.414081
2014,7,59,63796.5125451
2014,8,59,74364.2039758
2014,9,59,57006.6648551
2014,10,59,98241.2348856
2014,11,59,59869.0622866
2014,12,59,72352.6380573
2015,1,59,83434.5580319
2015,2,59,57906.2420446
2015,3,59,77610.522966
2015,4,59,43035.8094685
2015,5,59,90802.4043816
2015,6,59,73299.0692066
2015,7,59,52665.0178189
2015,8,59,82483.318519
2015,9,59,46875.1683909
2015,10,59,88128.5485148
2015,11,59,84612.2624791
2015,12,59,42563.9824589
2016,1,59,70375.6173088
2016,2,59,58662.8274585
2016,3,59,87265.299612
2016,4,59,47824.5833155
2016,5,59,64311.3969406
2016,6,59,57838.4424998
2016,7,59,67469.2360058
2016,8,59,78169.6776694
2016,9,59,50029.066753
2016,10,59,106760.181527
2016,11,59,73894.067865
2016,12,59,71160.7487767
2017,1,59,90250.4472617
2017,2,59,40943.4260834
2013,12,60,5.0
2014,1,60,13707.506522
2014,2,60,21673.8406102
2014,3,60,18128.7431378
2014,4,60,50766.2463937
2014,5,60,52257.2057788
2014,6,60,33873.1982256
2014,7,60,28276.5069278
2014,8,60,28794.215089
2014,9,60,19182.2107632
2014,10,60,42948.0972432
2014,11,60,82937.2879316
2014,12,60,41614.7828203
2015,1,60,32636.5361186
2015,2,60,24719.9926857
2015,3,60,41788.1192058
2015,4,60,36326.4064226
2015,5,60,31577.8966418
2015,6,60,35334.3786657
2015,7,60,25237.3820735
2015,8,60,75062.7670837
2015,9,60,60374.5592718
2015,10,60,42092.2713199
2015,11,60,52477.8569803
2015,12,60,24036.61308
2016,1,60,32839.6847545
2016,2,60,28247.5551249
2016,3,60,39975.2661852
2016,4,60,31005.2229918
2016,5,60,44579.0221276
2016,6,60,51015.2641034
2016,7,60,31893.7245576
2016,8,60,37084.0749644
2016,9,60,26615.4937427
2016,10,60,44409.3521571
2016,11,60,38439.4459006
2016,12,60,13010.5093211
2017,1,60,52840.2599039
2017,2,60,20966.9364366
2014,1,61,34131.3700606
2014,2,61,32849.8702617
2014,3,61,55682.6628543
2014,4,61,55272.6531057
2014,5,61,35204.7811394
2014,6,61,41348.6823477
2014,7,61,48683.8995414
2014,8,61,44924.3570804
2014,9,61,57943.8000212
2014,10,61,68617.924712
2014,11,61,60063.1503775
2014,12,61,54159.0098906
2015,1,61,37058.3682127
2015,2,61,39733.6010318
2015,3,61,39973.4634085
2015,4,61,21351.5776582
2015,5,61,70337.0320511
2015,6,61,39426.5108274
2015,7,61,62075.0810596
2015,8,61,54452.1254998
2015,9,61,53423.4124192
2015,10,61,58301.626443
2015,11,61,44255.7348471
2015,12,61,56201.1298241
2016,1,61,76664.6038981
2016,2,61,25327.0056457
2016,3,61,71093.8691271
2016,4,61,81227.4557595
2016,5,61,61668.4474896
2016,6,61,30271.7507262
2016,7,61,50392.1279497
2016,8,61,89714.7021227
2016,9,61,66952.0409144
2016,10,61,58979.6196832
2016,11,61,42628.3339219
2016,12,61,61010.0506847
2017,1,61,49376.0148484
2017,2,61,29515.475766
2014,1,62,17654.7
2014,2,62,31108.8502472
2014,3,62,38463.3805409
2014,4,62,45228.5964456
2014,5,62,77779.2783348
2014,6,62,37832.5797446
2014,7,62,31203.3499451
2014,8,62,62701.7513465
2014,9,62,44330.6154487
2014,10,62,78347.6160494
2014,11,62,61166.9271893
2014,12,62,32941.8750418
2015,1,62,44525.6097752
2015,2,62,62737.5472757
2015,3,62,50880.5706906
2015,4,62,35444.7489526
2015,5,62,46601.6209564
2015,6,62,38407.0206867
2015,7,62,47783.6363873
2015,8,62,70010.3413104
2015,9,62,50054.7361494
2015,10,62,52018.9452091
2015,11,62,52828.905345
2015,12,62,31624.718893
2016,1,62,54906.8511524
2016,2,62,30571.9976552
2016,3,62,19638.4401593
2016,4,62,57459.5812912
2016,5,62,60356.2544212
2016,6,62,74995.2328525
2016,7,62,53340.3254094
2016,8,62,38374.463436
2016,9,62,31686.9675741
2016,10,62,44767.2758765
2016,11,62,47490.2192203
2016,12,62,64061.6349749
2017,1,62,29094.0003363
2017,2,62,50694.3034079
2014,1,63,25794.1074834
2014,2,63,27795.001353
2014,3,63,30349.0770803
2014,4,63,43577.8385794
2014,5,63,42647.1854743
2014,6,63,51245.7887504
2014,7,63,65472.9520043
2014,8,63,47993.8117442
2014,9,63,34413.0974475
2014,10,63,58891.2917385
2014,11,63,50252.1739364
2014,12,63,48777.7744347
2015,1,63,37368.8563977
2015,2,63,62582.0535544
2015,3,63,62990.1612874
2015,4,63,54215.7463441
2015,5,63,43680.5689888
2015,6,63,72626.2035964
2015,7,63,72415.8094907
2015,8,63,40854.9741299
2015,9,63,34992.4568466
2015,10,63,59492.4629535
2015,11,63,49406.2880549
2015,12,63,26766.4171242
2016,1,63,66629.6337829
2016,2,63,60077.4692706
2016,3,63,50753.2907016
2016,4,63,38601.0489157
2016,5,63,84551.9810814
2016,6,63,51880.263895
2016,7,63,37666.9065867
2016,8,63,40811.1946265
2016,9,63,63306.5608589
2016,10,63,50333.5614424
2016,11,63,57842.2240372
2016,12,63,53358.4369023
2017,1,63,47801.7477159
2017,2,63,25833.944693
2013,12,64,3.0
2014,1,64,33572.5386306
2014,2,64,40218.5928636
2014,3,64,50088.0786557
2014,4,64,65403.762301
2014,5,64,65253.9066903
2014,6,64,47367.0523456
2014,7,64,59017.6362214
2014,8,64,43528.8090463
2014,9,64,67566.1059533
2014,10,64,51491.5879123
2014,11,64,60947.3677764
2014,12,64,89523.0685935
2015,1,64,95249.7936219
2015,2,64,58944.4424474
2015,3,64,42152.1084813
2015,4,64,53759.6029242
2015,5,64,68281.5599263
2015,6,64,47539.2568298
2015,7,64,33676.4137525
2015,8,64,69364.8592302
2015,9,64,44919.3342182
2015,10,64,66830.522341
2015,11,64,57183.4311607
2015,12,64,68704.8947479
2016,1,64,77324.6887129
2016,2,64,26056.981271
2016,3,64,45209.2234983
2016,4,64,79934.7812952
2016,5,64,50868.0185206
2016,6,64,44921.5523901
2016,7,64,46384.4162959
2016,8,64,60375.9584
2016,9,64,59128.1974944
2016,10,64,71370.2195091
2016,11,64,50051.0678243
2016,12,64,49698.0347565
2017,1,64,71547.574052
2017,2,64,33768.7599225
2014,1,65,19867.8952762
2014,2,65,25329.820778
2014,3,65,31053.8960618
2014,4,65,26729.8664745
2014,5,65,44427.8441227
2014,6,65,38942.9968746
2014,7,65,37489.8757439
2014,8,65,44991.9823587
2014,9,65,35948.392642
2014,10,65,55534.2222752
2014,11,65,30775.5881806
2014,12,65,33804.6958545
2015,1,65,29683.2933502
2015,2,65,36983.5728419
2015,3,65,69769.0892104
2015,4,65,53268.1556222
2015,5,65,30435.3367119
2015,6,65,68412.6671941
2015,7,65,18211.6204
2015,8,65,50597.6700015
2015,9,65,37153.9190051
2015,10,65,51623.8418531
2015,11,65,50029.2201628
2015,12,65,53780.1070901
2016,1,65,32405.6321906
2016,2,65,46318.726716
2016,3,65,42284.1438549
2016,4,65,36095.6501869
2016,5,65,45862.7528956
2016,6,65,61152.3276629
2016,7,65,42691.6715632
2016,8,65,34551.7948755
2016,9,65,38827.8832143
2016,10,65,40783.1626026
2016,11,65,30490.8245854
2016,12,65,32498.3671529
2017,1,65,31745.9243688
2017,2,65,22285.9707327
2014,1,66,38628.9976
2014,2,66,31159.8023488
2014,3,66,49842.2482634
2014,4,66,61946.9532511
2014,5,66,72379.1452474
2014,6,66,59112.6712977
2014,7,66,38426.9190309
2014,8,66,68468.1390894
2014,9,66,48345.6918369
2014,10,66,64219.0508198
2014,11,66,90502.7192835
2014,12,66,72843.7135892
2015,1,66,56951.6065527
2015,2,66,40622.1085175
2015,3,66,70884.5630645
2015,4,66,56220.1867606
2015,5,66,74589.5388704
2015,6,66,47467.9080176
2015,7,66,68697.688881
2015,8,66,66716.8444144
2015,9,66,32389.530934
2015,10,66,76229.7606571
2015,11,66,59479.8181228
2015,12,66,59847.1340521
2016,1,66,70495.3979206
2016,2,66,48755.6479208
2016,3,66,37216.4213594
2016,4,66,32851.8256746
2016,5,66,77484.8848194
2016,6,66,52959.0824498
2016,7,66,106649.211526
2016,8,66,58996.93454
2016,9,66,92378.2579614
2016,10,66,76877.5385667
2016,11,66,34200.8316596
2016,12,66,71756.3269643
2017,1,66,60664.9969937
2017,2,66,53425.2298759
2014,1,67,37297.1769867
2014,2,67,45060.6319715
2014,3,67,41629.666293
2014,4,67,34118.1048745
2014,5,67,64554.1358881
2014,6,67,77098.2241969
2014,7,67,38954.2588872
2014,8,67,55149.490654
2014,9,67,47603.0377667
2014,10,67,71058.9944273
2014,11,67,89015.8517987
2014,12,67,49592.7082046
2015,1,67,45773.9294201
2015,2,67,59878.3393737
2015,3,67,68497.8622617
2015,4,67,53359.6230038
2015,5,67,63337.3584661
2015,6,67,58183.0555801
2015,7,67,71631.6486965
2015,8,67,58459.0610768
2015,9,67,61370.9858162
2015,10,67,50719.2488535
2015,11,67,78760.3322245
2015,12,67,41376.7667295
2016,1,67,63484.3768414
2016,2,67,89098.2284442
2016,3,67,84807.9981931
2016,4,67,51365.427753
2016,5,67,64584.5018423
2016,6,67,62575.7581677
2016,7,67,73323.2731495
2016,8,67,43263.4086674
2016,9,67,34082.173153
2016,10,67,60443.0760846
2016,11,67,86706.11998
2016,12,67,31825.2304383
2017,1,67,72852.2524435
2017,2,67,37766.8065003
2014,1,68,33388.62549
2014,2,68,33799.212253
2014,3,68,28359.4863612
2014,4,68,92415.2039434
2014,5,68,62138.3810552
2014,6,68,51655.1494302
2014,7,68,41895.8026901
2014,8,68,72916.4079214
2014,9,68,46639.8894164
2014,10,68,77042.2498411
2014,11,68,44871.2470464
2014,12,68,61760.8999194
2015,1,68,48977.2883427
2015,2,68,36655.1360757
2015,3,68,89085.3172723
2015,4,68,48129.1278836
2015,5,68,98537.6552654
2015,6,68,63037.7199913
2015,7,68,57649.3455331
2015,8,68,50428.4968557
2015,9,68,61243.1370348
2015,10,68,75516.8926332
2015,11,68,57741.0683274
2015,12,68,60707.4269082
2016,1,68,81020.1953031
2016,2,68,65504.0455518
2016,3,68,58081.5343387
2016,4,68,60598.0975158
2016,5,68,53316.4588177
2016,6,68,49298.9999697
2016,7,68,87426.4383153
2016,8,68,55949.7256299
2016,9,68,94153.2087043
2016,10,68,79683.987324
2016,11,68,70568.4648693
2016,12,68,44847.2458412
2017,1,68,46208.8451135
2017,2,68,29984.404778
2014,1,69,47816.2426904
2014,2,69,55469.288304
2014,3,69,40945.2960332
2014,4,69,35739.3079434
2014,5,69,62690.5263128
2014,6,69,49103.7989711
2014,7,69,65157.9259471
2014,8,69,54518.1899118
2014,9,69,51133.4416333
2014,10,69,58053.6165647
2014,11,69,40914.9308891
2014,12,69,34211.7316349
2015,1,69,66984.2715292
2015,2,69,63170.1200902
2015,3,69,51040.1502959
2015,4,69,32290.9276116
2015,5,69,42166.41853
2015,6,69,50346.0303612
2015,7,69,91262.2942928
2015,8,69,56039.4129751
2015,9,69,53024.5685074
2015,10,69,70219.1348581
2015,11,69,78022.6732886
2015,12,69,38450.63857
2016,1,69,60881.6940691
2016,2,69,41625.4831597
2016,3,69,48610.9108077
2016,4,69,71457.7545992
2016,5,69,49978.0452324
2016,6,69,52553.1178216
2016,7,69,40679.197659
2016,8,69,46360.4700388
2016,9,69,25887.0109504
2016,10,69,122252.248287
2016,11,69,55685.4203844
2016,12,69,39843.1593777
2017,1,69,51056.4972679
2017,2,69,57545.1945398
2014,1,70,7219.8094
2014,2,70,11189.0978221
2014,3,70,19058.560463
2014,4,70,14497.3376748
2014,5,70,21102.0693763
2014,6,70,6484.0574919
2014,7,70,14092.4226987
2014,8,70,11182.6690631
2014,9,70,32211.7934315
2014,10,70,28729.271388
2014,11,70,14246.8158658
2014,12,70,12999.153162
2015,1,70,31309.3093527
2015,2,70,13746.2305394
2015,3,70,21926.8839794
2015,4,70,32290.360906
2015,5,70,21297.6318837
2015,6,70,12020.23283
2015,7,70,19265.6076168
2015,8,70,23141.666503
2015,9,70,9939.88791608
2015,10,70,33298.6877617
2015,11,70,18953.2186243
2015,12,70,14173.0382689
2016,1,70,14635.0657145
2016,2,70,39883.5262086
2016,3,70,10875.190252
2016,4,70,25982.7176342
2016,5,70,26039.8840585
2016,6,70,53979.3170185
2016,7,70,19075.312246
2016,8,70,14163.2141302
2016,9,70,11809.9950299
2016,10,70,35283.2549346
2016,11,70,16396.719745
2016,12,70,26645.2784595
2017,1,70,31800.5595191
2017,2,70,13013.070012
2013,12,71,12.0
2014,1,71,12476.1420706
2014,2,71,18230.4578958
2014,3,71,24138.7343984
2014,4,71,33274.4098812
2014,5,71,22679.6200849
2014,6,71,37793.5655749
2014,7,71,40256.7192418
2014,8,71,26843.791885
2014,9,71,25578.9910974
2014,10,71,41975.3338486
2014,11,71,50837.2422298
2014,12,71,38644.2743423
2015,1,71,28461.7042133
2015,2,71,25963.5664465
2015,3,71,41339.9099299
2015,4,71,48245.7798361
2015,5,71,28491.8608951
2015,6,71,37679.2148848
2015,7,71,47201.0876757
2015,8,71,31546.3195329
2015,9,71,30896.0652165
2015,10,71,26086.8176515
2015,11,71,61538.7638167
2015,12,71,20213.5935629
2016,1,71,30059.5994556
2016,2,71,26970.4191645
2016,3,71,19067.9869662
2016,4,71,30545.7649019
2016,5,71,43774.0919004
2016,6,71,21498.3526915
2016,7,71,31480.1864893
2016,8,71,43883.9278275
2016,9,71,28758.2418627
2016,10,71,54929.9573971
2016,11,71,29028.1282552
2016,12,71,23581.8754431
2017,1,71,18732.2528592
2017,2,71,37991.8018322
2014,1,72,35491.5714027
2014,2,72,23694.2060888
2014,3,72,47876.3679017
2014,4,72,63271.2144608
2014,5,72,63652.389262
2014,6,72,76580.0026998
2014,7,72,35251.0466007
2014,8,72,65986.2308344
2014,9,72,55330.2181574
2014,10,72,47593.5908245
2014,11,72,30696.2107592
2014,12,72,74275.9967614
2015,1,72,50629.3892532
2015,2,72,39888.3727512
2015,3,72,98961.8624218
2015,4,72,77582.3199664
2015,5,72,41386.3325381
2015,6,72,54272.3030464
2015,7,72,55583.8110004
2015,8,72,47073.3025248
2015,9,72,40179.8006403
2015,10,72,78648.6421578
2015,11,72,61729.8994019
2015,12,72,67095.1858791
2016,1,72,49903.714528
2016,2,72,72006.7048158
2016,3,72,38574.4197879
2016,4,72,68738.1337246
2016,5,72,58956.8263594
2016,6,72,86955.5654305
2016,7,72,94144.3736013
2016,8,72,71633.6731882
2016,9,72,85334.505239
2016,10,72,52657.6241403
2016,11,72,44707.709761
2016,12,72,74754.9987017
2017,1,72,61152.8574367
2017,2,72,36717.5045139
2013,12,73,30439.78
2014,1,73,49555.7255762
2014,2,73,45192.9199099
2014,3,73,52174.3276881
2014,4,73,69314.9605656
2014,5,73,45419.8925236
2014,6,73,48934.6491859
2014,7,73,52914.8114646
2014,8,73,47473.1257887
2014,9,73,33227.8349527
2014,10,73,79116.6243049
2014,11,73,74007.7282543
2014,12,73,67751.1645131
2015,1,73,98696.3353105
2015,2,73,74403.4496954
2015,3,73,66738.9911672
2015,4,73,62732.1095165
2015,5,73,61564.0491353
2015,6,73,54760.4586522
2015,7,73,56038.566696
2015,8,73,71073.2314337
2015,9,73,79135.1306131
2015,10,73,92673.3132377
2015,11,73,97950.7545717
2015,12,73,44820.2838102
2016,1,73,111946.302093
2016,2,73,47459.3369088
2016,3,73,85076.9286512
2016,4,73,60835.8284228
2016,5,73,67028.3294143
2016,6,73,52623.3042717
2016,7,73,46847.9859752
2016,8,73,37321.1051822
2016,9,73,24228.8860943
2016,10,73,108725.990669
2016,11,73,57828.7363939
2016,12,73,58447.3426056
2017,1,73,48613.3869549
2017,2,73,25787.3836003
2014,1,74,18801.5733333
2014,2,74,31482.6410793
2014,3,74,58693.2178076
2014,4,74,37275.2322237
2014,5,74,46809.8654807
2014,6,74,28524.1863561
2014,7,74,57705.3551333
2014,8,74,54871.0302054
2014,9,74,65296.1476156
2014,10,74,53430.7790208
2014,11,74,81011.0908327
2014,12,74,68465.3671867
2015,1,74,41965.9058703
2015,2,74,40938.1203295
2015,3,74,37593.8794836
2015,4,74,63697.0871702
2015,5,74,43847.5842651
2015,6,74,43686.4052449
2015,7,74,89720.4289737
2015,8,74,47138.6890483
2015,9,74,55466.8468359
2015,10,74,65408.7867348
2015,11,74,68048.058654
2015,12,74,54965.2735806
2016,1,74,61433.3330272
2016,2,74,40842.8981142
2016,3,74,32140.9361834
2016,4,74,61773.747224
2016,5,74,58818.454432
2016,6,74,66745.6006928
2016,7,74,51652.2024903
2016,8,74,39334.7458581
2016,9,74,51839.4537427
2016,10,74,90110.5036464
2016,11,74,38411.6903777
2016,12,74,69953.9618769
2017,1,74,45237.1831536
2017,2,74,57352.52
2013,12,75,39.0
2014,1,75,23982.1811714
2014,2,75,61041.7478122
2014,3,75,32100.695926
2014,4,75,44617.2425001
2014,5,75,68391.9837145
2014,6,75,28272.0547997
2014,7,75,48924.4175881
2014,8,75,56675.7806258
2014,9,75,67434.367124
2014,10,75,70752.4361633
2014,11,75,56273.6522404
2014,12,75,49281.295002
2015,1,75,63379.7407232
2015,2,75,52627.7902502
2015,3,75,31652.8931826
2015,4,75,70059.0011642
2015,5,75,24867.3790813
2015,6,75,35101.9577187
2015,7,75,46226.3342927
2015,8,75,57479.4848338
2015,9,75,60710.041747
2015,10,75,114539.041636
2015,11,75,100170.035842
2015,12,75,65151.5088051
2016,1,75,66424.8110273
2016,2,75,33231.2852971
2016,3,75,67080.0906254
2016,4,75,63944.7931058
2016,5,75,38700.1825544
2016,6,75,97706.6774479
2016,7,75,36450.8789246
2016,8,75,50338.2138799
2016,9,75,30432.1010094
2016,10,75,74333.4680557
2016,11,75,84496.8628771
2016,12,75,55135.4305013
2017,1,75,50312.5889888
2017,2,75,15796.8694519
2013,12,76,5.0
2014,1,76,12302.4108144
2014,2,76,24619.8374922
2014,3,76,22830.7331325
2014,4,76,22482.7589971
2014,5,76,25221.0212507
2014,6,76,55755.5377772
2014,7,76,33047.6610126
2014,8,76,32972.9115542
2014,9,76,32446.7724519
2014,10,76,61008.1234871
2014,11,76,33750.8411274
2014,12,76,40541.0167067
2015,1,76,32440.2637191
2015,2,76,26080.7082842
2015,3,76,45473.7368589
2015,4,76,39895.6676286
2015,5,76,31035.419482
2015,6,76,26540.7841559
2015,7,76,41790.6803657
2015,8,76,44803.9436175
2015,9,76,43074.8303023
2015,10,76,31682.6746512
2015,11,76,40925.8122239
2015,12,76,14091.8534322
2016,1,76,21464.26
2016,2,76,35447.5092773
2016,3,76,63467.6058391
2016,4,76,28092.6939063
2016,5,76,32492.3749625
2016,6,76,21949.5847056
2016,7,76,26295.3489593
2016,8,76,38367.2919897
2016,9,76,34947.1091659
2016,10,76,58066.0795271
2016,11,76,44180.0524219
2016,12,76,34843.7144518
2017,1,76,25447.033742
2017,2,76,9207.60671262
2014,1,77,21140.2933333
2014,2,77,44481.762632
2014,3,77,44663.1787178
2014,4,77,67039.162055
2014,5,77,48117.371584
2014,6,77,69037.3406769
2014,7,77,43922.8794334
2014,8,77,55861.5501502
2014,9,77,41752.2889429
2014,10,77,69653.6538497
2014,11,77,94219.9483485
2014,12,77,42133.459937
2015,1,77,29141.0227896
2015,2,77,53762.2896725
2015,3,77,51248.8510317
2015,4,77,40423.9616893
2015,5,77,30952.5323863
2015,6,77,70755.8559042
2015,7,77,67957.2044314
2015,8,77,68622.618896
2015,9,77,77301.1322449
2015,10,77,77192.2896242
2015,11,77,85148.1843992
2015,12,77,77830.6440845
