id,ACCOUNTID,TRANSACTIONID,BALANCE,TRANSACTIONTYPEID,CLASSIFICATIONID,PASSID,comments,OClassificationid
6838,203790,3891,43410.8429231,2,None,None,None,None
6839,418939,3892,6583.59917479,1,None,None,None,None
6840,636714,3892,14308.1317124,2,None,None,None,None
6841,275651,3893,23741.7364436,1,None,None,None,None
6842,960256,3893,47697.4553588,2,None,None,None,None
6843,237738,3894,21438.7727491,1,None,None,None,None
6844,192134,3894,29859.3578655,2,None,None,None,None
6845,826972,3895,39460.9430359,1,None,None,None,None
6846,220113,3895,56844.4417675,2,None,None,None,None
6847,936179,3896,41512.4861419,1,None,None,None,None
6848,393851,3896,36650.9303672,2,None,None,None,None
6849,420727,3897,38781.5152831,1,None,None,None,None
6850,921658,3897,37328.990978,2,None,None,None,None
6851,491731,3898,64002.2345735,1,None,None,None,None
6852,768282,3898,53495.5865148,2,None,None,None,None
6853,203790,3899,36030.9996262,1,None,None,None,None
6854,908786,3899,52957.575411,2,None,None,None,None
6855,891272,3900,12161.5558044,1,None,None,None,None
6856,918862,3900,38359.4937132,2,None,None,None,None
6857,876359,3901,34827.7153599,1,None,None,None,None
6858,475510,3901,44714.0407008,2,None,None,None,None
6859,918862,3902,31071.1899077,1,None,None,None,None
6860,192134,3902,37147.661671,2,None,None,None,None
6861,308183,3903,18617.3314514,1,None,None,None,None
6862,220113,3904,50591.553173,1,None,None,None,None
6863,967879,3904,38681.7383949,2,None,None,None,None
6864,413103,3905,28165.7645952,1,None,None,None,None
6865,165101,3905,28234.8364113,2,None,None,None,None
6866,932991,3906,27383.3983233,1,None,None,None,None
6867,745558,3906,25649.9117571,2,None,None,None,None
6868,954873,3907,13837.6257522,1,None,None,None,None
6869,873515,3907,20474.9226833,2,None,None,None,None
6870,918519,3908,11894.3756779,1,None,None,None,None
6871,914466,3908,44226.9877884,2,None,None,None,None
6872,839923,3909,42622.6541128,1,None,None,None,None
6873,781588,3909,44345.6162041,2,None,None,None,None
6874,345727,3910,23395.036513,1,None,None,None,None
6875,893318,3910,63055.3958225,2,None,None,None,None
6876,708666,3911,36979.0579355,1,None,None,None,None
6877,212335,3911,46967.3972262,2,None,None,None,None
6878,115528,3912,33440.8829808,1,None,None,None,None
6879,554762,3912,51506.8091672,2,None,None,None,None
6880,763673,3913,22507.8296676,1,None,None,None,None
6881,878538,3913,14314.0402189,2,None,None,None,None
6882,418939,3914,5727.73128206,1,None,None,None,None
6883,308183,3914,19473.1993441,2,None,None,None,None
6884,826972,3915,33936.4110109,1,None,None,None,None
6885,589197,3915,44200.9151156,2,None,None,None,None
6886,666203,3916,21948.7876863,1,None,None,None,None
6887,697202,3916,18636.7410803,2,None,None,None,None
6888,839923,3917,35376.8029136,1,None,None,None,None
6889,212335,3917,54213.2484253,2,None,None,None,None
6890,954873,3918,12315.4869195,1,None,None,None,None
6891,749337,3918,29065.8362627,2,None,None,None,None
6892,602125,3919,29136.2823998,1,None,None,None,None
6893,891272,3920,18738.8891377,2,None,None,None,None
6894,567538,3921,49492.0728341,2,None,None,None,None
6895,500724,3922,26560.5764654,2,None,None,None,None
6896,914466,3923,67024.6544551,2,None,None,None,None
6897,783774,3924,85688.2682164,2,None,None,None,None
6898,663702,3925,36639.8407385,2,None,None,None,None
6899,636714,3926,32372.7983791,2,None,None,None,None
6900,878538,3927,18051.3735522,2,None,None,None,None
6901,450148,3928,27514.3135134,2,None,None,None,None
6902,839923,3929,50588.4695803,2,None,None,None,None
6903,891150,3930,53214.2583394,2,None,None,None,None
6904,620127,3931,62975.9182588,2,None,None,None,None
6905,212335,3932,70891.2484253,2,None,None,None,None
6906,893318,3933,72947.0624891,2,None,None,None,None
6907,524070,3934,33476.4635461,2,None,None,None,None
6908,763673,3935,31389.4963343,2,None,None,None,None
6909,115528,3936,48055.5496475,2,None,None,None,None
6910,220113,3937,68307.553173,2,None,None,None,None
6911,478877,3938,42142.467463,2,None,None,None,None
6912,554762,3939,81842.4758338,2,None,None,None,None
6913,871572,3940,38666.7303526,2,None,None,None,None
6914,672289,3941,50584.6175597,2,None,None,None,None
6915,768282,3942,75308.2531815,2,None,None,None,None
6916,393938,3943,33277.76436,2,None,None,None,None
6917,345727,3944,36863.7031797,2,None,None,None,None
6918,954873,3945,37276.8202528,2,None,None,None,None
6919,932991,3946,57537.06499,2,None,None,None,None
6920,184756,3947,55218.4423483,2,None,None,None,None
6921,967879,3948,46748.7383949,2,None,None,None,None
6922,393851,3949,52953.2637005,2,None,None,None,None
6923,470262,3950,80459.6760288,2,None,None,None,None
6924,305156,3951,49143.0116083,2,None,None,None,None
6925,589197,3952,55908.5817823,2,None,None,None,None
6926,371491,3953,87668.2234875,2,None,None,None,None
6927,923660,3954,33287.6124938,2,None,None,None,None
6928,125917,3955,48421.8614187,2,None,None,None,None
6929,308183,3956,28492.8660108,2,None,None,None,None
6930,918862,3957,59087.1899077,2,None,None,None,None
6931,880727,3958,43503.4858664,2,None,None,None,None
6932,712159,3959,85513.3685062,2,None,None,None,None
6933,918519,3960,20308.0423446,2,None,None,None,None
6934,150467,3961,47576.9214601,2,None,None,None,None
6935,936179,3962,49341.8194752,2,None,None,None,None
6936,699610,3963,48881.7084572,2,None,None,None,None
6937,236879,3964,54526.0610773,2,None,None,None,None
6938,237738,3965,43124.7727491,2,None,None,None,None
6939,518505,3966,64828.3230302,2,None,None,None,None
6940,166202,3967,43987.4658074,2,None,None,None,None
6941,697202,3968,22688.4077469,2,None,None,None,None
6942,873515,3969,30592.2560166,2,None,None,None,None
6943,491731,3970,91851.9012402,2,None,None,None,None
6944,306189,3971,23993.834271,2,None,None,None,None
6945,943992,3972,75923.8208363,2,None,None,None,None
6946,163625,3973,31720.7781794,2,None,None,None,None
6947,826972,3974,64457.0776775,2,None,None,None,None
6948,941307,3975,42559.8404528,2,None,None,None,None
6949,467280,3976,56894.0050288,2,None,None,None,None
6950,624937,3977,71541.1278889,2,None,None,None,None
6951,518480,3978,75083.763416,2,None,None,None,None
6952,936429,3979,39879.3239728,2,None,None,None,None
6953,828379,3980,48009.9206295,2,None,None,None,None
6954,203790,3981,57715.6662928,2,None,None,None,None
6955,165101,3982,50532.503078,2,None,None,None,None
6956,420727,3983,65080.1819498,2,None,None,None,None
6957,745558,3984,43687.9117571,2,None,None,None,None
6958,781588,3985,71484.6162041,2,None,None,None,None
6959,531934,3986,77395.2411767,2,None,None,None,None
6960,471852,3987,65104.5945595,2,None,None,None,None
6961,413103,3988,52026.4312618,2,None,None,None,None
6962,268381,3989,18406.2898139,2,None,None,None,None
6963,921658,3990,48887.3243114,2,None,None,None,None
6964,988304,3991,59341.6516341,2,None,None,None,None
6965,587734,3992,58879.4621044,2,None,None,None,None
6966,751890,3993,77707.4215688,2,None,None,None,None
6967,969725,3994,59409.2202589,2,None,None,None,None
6968,708666,3995,48590.0579355,2,None,None,None,None
6969,764406,3996,51066.4988478,2,None,None,None,None
6970,874008,3997,88554.0292245,2,None,None,None,None
6971,475510,3998,56767.0407008,2,None,None,None,None
6972,960256,3999,64883.7886921,2,None,None,None,None
6973,962257,4000,38339.7968149,2,None,None,None,None
6974,940970,4001,40561.363149,2,None,None,None,None
6975,943072,4002,44942.8846171,2,None,None,None,None
6976,749337,4003,41552.5029293,2,None,None,None,None
6977,486555,4004,93442.2265888,2,None,None,None,None
6978,930344,4005,35898.5544791,2,None,None,None,None
6979,602125,4006,57904.2823998,2,None,None,None,None
6980,752325,4007,36557.9883435,2,None,None,None,None
6981,893766,4008,102031.951185,2,None,None,None,None
6982,624005,4009,51220.2176888,2,None,None,None,None
6983,275651,4010,46957.7364436,2,None,None,None,None
6984,908786,4011,62258.575411,2,None,None,None,None
6985,844747,4012,39160.7673853,2,None,None,None,None
6986,627076,4013,53743.4092593,2,None,None,None,None
6987,876359,4014,55974.3820266,2,None,None,None,None
6988,192134,4015,69770.3283377,2,None,None,None,None
6989,666203,4016,43658.7876863,2,None,None,None,None
6990,674477,4017,55742.5608571,2,None,None,None,None
6991,418939,4018,20530.0646154,2,None,None,None,None
6992,932297,4019,16163.7887498,2,None,None,None,None
6993,165101,4020,46995.2278625,1,None,None,None,None
6994,914466,4020,70561.9296706,2,None,None,None,None
6995,308183,4021,24788.7934294,1,None,None,None,None
6996,940970,4021,44265.4357304,2,None,None,None,None
6997,413103,4022,44742.7308852,1,None,None,None,None
6998,192134,4023,60002.4823704,1,None,None,None,None
6999,518505,4023,74596.1689975,2,None,None,None,None
7000,393938,4024,28951.6549932,1,None,None,None,None
7001,150467,4024,51903.0308269,2,None,None,None,None
7002,212335,4025,60257.5611615,1,None,None,None,None
7003,893318,4025,83580.7497529,2,None,None,None,None
7004,450148,4026,23387.1664864,1,None,None,None,None
7005,524070,4026,37603.6105731,2,None,None,None,None
7006,749337,4027,35319.6274899,1,None,None,None,None
7007,624937,4027,77774.0033283,2,None,None,None,None
7008,475510,4028,45413.6325606,1,None,None,None,None
7009,936429,4028,51232.7321129,2,None,None,None,None
7010,393851,4029,45539.8067824,1,None,None,None,None
7011,163625,4029,39134.2350975,2,None,None,None,None
7012,393938,4030,20555.6750452,1,None,None,None,None
7013,393851,4030,53935.7867305,2,None,None,None,None
7014,960256,4031,58395.4098229,1,None,None,None,None
7015,930344,4031,42386.9333483,2,None,None,None,None
7016,908786,4032,57900.4751322,1,None,None,None,None
7017,627076,4032,58101.5095381,2,None,None,None,None
7018,745558,4033,35387.2085233,1,None,None,None,None
7019,624937,4034,64552.4227625,1,None,None,None,None
7020,962257,4034,51561.3773807,2,None,None,None,None
7021,871572,4035,32480.0534962,1,None,None,None,None
7022,967879,4035,52935.4152513,2,None,None,None,None
7023,891272,4036,16441.8366541,1,None,None,None,None
7024,9999999999,4036,6882216.76762,2,None,None,None,None
7025,567538,4037,44786.3416287,1,None,None,None,None
7026,9999999999,4037,6886922.49883,2,None,None,None,None
7027,500724,4038,22203.7432364,1,None,None,None,None
7028,9999999999,4038,6891279.33206,2,None,None,None,None
7029,914466,4039,60283.4882336,1,None,None,None,None
7030,9999999999,4039,6901557.7735,2,None,None,None,None
7031,783774,4040,69257.4981118,1,None,None,None,None
7032,9999999999,4040,6917988.5436,2,None,None,None,None
7033,663702,4041,26030.6800323,1,None,None,None,None
7034,9999999999,4041,6928597.70431,2,None,None,None,None
7035,636714,4042,25413.7222981,1,None,None,None,None
7036,9999999999,4042,6935556.78039,2,None,None,None,None
7037,878538,4043,16842.0431693,1,None,None,None,None
7038,9999999999,4043,6936766.11077,2,None,None,None,None
7039,450148,4044,16167.2715555,1,None,None,None,None
7040,9999999999,4044,6943986.0057,2,None,None,None,None
7041,839923,4045,45662.3815103,1,None,None,None,None
7042,9999999999,4045,6948912.09377,2,None,None,None,None
7043,891150,4046,44878.6928985,1,None,None,None,None
7044,9999999999,4046,6957247.65921,2,None,None,None,None
7045,620127,4047,43107.901999,1,None,None,None,None
7046,9999999999,4047,6977115.67547,2,None,None,None,None
7047,212335,4048,50103.4132227,1,None,None,None,None
7048,9999999999,4048,6987269.82341,2,None,None,None,None
7049,893318,4049,79515.5286468,1,None,None,None,None
7050,9999999999,4049,6991335.04452,2,None,None,None,None
7051,524070,4050,23379.1154334,1,None,None,None,None
7052,9999999999,4050,7005559.53966,2,None,None,None,None
7053,763673,4051,26368.0057052,1,None,None,None,None
7054,9999999999,4051,7010581.03029,2,None,None,None,None
7055,115528,4052,29448.9305108,1,None,None,None,None
7056,9999999999,4052,7029187.64942,2,None,None,None,None
7057,220113,4053,49720.0071194,1,None,None,None,None
7058,9999999999,4053,7047775.19548,2,None,None,None,None
7059,478877,4054,38836.8950489,1,None,None,None,None
7060,9999999999,4054,7051080.76789,2,None,None,None,None
7061,554762,4055,69772.0075774,1,None,None,None,None
7062,9999999999,4055,7063151.23615,2,None,None,None,None
7063,871572,4056,13511.6450813,1,None,None,None,None
7064,9999999999,4056,7082119.64456,2,None,None,None,None
7065,672289,4057,34971.0358602,1,None,None,None,None
7066,9999999999,4057,7097733.22626,2,None,None,None,None
7067,768282,4058,58745.6410527,1,None,None,None,None
7068,9999999999,4058,7114295.83839,2,None,None,None,None
7069,393938,4059,9057.37582649,1,None,None,None,None
7070,9999999999,4059,7125794.13761,2,None,None,None,None
7071,345727,4060,14298.1661309,1,None,None,None,None
7072,9999999999,4060,7148359.67466,2,None,None,None,None
7073,954873,4061,24260.9177614,1,None,None,None,None
7074,9999999999,4061,7161375.57715,2,None,None,None,None
7075,932991,4062,44476.8720656,1,None,None,None,None
7076,9999999999,4062,7174435.77007,2,None,None,None,None
7077,184756,4063,45332.5560444,1,None,None,None,None
7078,9999999999,4063,7184321.65638,2,None,None,None,None
7079,967879,4064,48499.4767156,1,None,None,None,None
7080,9999999999,4064,7188757.59491,2,None,None,None,None
7081,393851,4065,46223.3371674,1,None,None,None,None
7082,9999999999,4065,7196470.04448,2,None,None,None,None
7083,470262,4066,57857.0397226,1,None,None,None,None
7084,9999999999,4066,7219072.68078,2,None,None,None,None
7085,305156,4067,23141.3768089,1,None,None,None,None
7086,9999999999,4067,7245074.31558,2,None,None,None,None
7087,589197,4068,51003.3574921,1,None,None,None,None
7088,9999999999,4068,7249979.53987,2,None,None,None,None
7089,371491,4069,65307.2771638,1,None,None,None,None
7090,9999999999,4069,7272340.4862,2,None,None,None,None
7091,923660,4070,28707.3475746,1,None,None,None,None
7092,9999999999,4070,7276920.75111,2,None,None,None,None
7093,125917,4071,36977.2578321,1,None,None,None,None
7094,9999999999,4071,7288365.3547,2,None,None,None,None
7095,308183,4072,14553.9705824,1,None,None,None,None
7096,9999999999,4072,7298600.17755,2,None,None,None,None
7097,918862,4073,50742.7936345,1,None,None,None,None
7098,9999999999,4073,7306944.57382,2,None,None,None,None
7099,880727,4074,37469.2150447,1,None,None,None,None
7100,9999999999,4074,7312978.84464,2,None,None,None,None
7101,712159,4075,67606.1550537,1,None,None,None,None
7102,9999999999,4075,7330886.0581,2,None,None,None,None
7103,918519,4076,12923.907781,1,None,None,None,None
7104,9999999999,4076,7338270.19266,2,None,None,None,None
7105,150467,4077,46779.2672531,1,None,None,None,None
7106,9999999999,4077,7343393.95623,2,None,None,None,None
7107,936179,4078,47449.6694045,1,None,None,None,None
7108,9999999999,4078,7345286.1063,2,None,None,None,None
7109,699610,4079,31129.0144321,1,None,None,None,None
7110,9999999999,4079,7363038.80033,2,None,None,None,None
7111,236879,4080,52125.6770773,1,None,None,None,None
7112,9999999999,4080,7365439.18433,2,None,None,None,None
7113,237738,4081,38064.4908503,1,None,None,None,None
7114,9999999999,4081,7370499.46623,2,None,None,None,None
7115,518505,4082,49925.8439178,1,None,None,None,None
7116,9999999999,4082,7395169.79131,2,None,None,None,None
7117,166202,4083,23568.0965946,1,None,None,None,None
7118,9999999999,4083,7415589.16052,2,None,None,None,None
7119,697202,4084,21375.1027771,1,None,None,None,None
7120,9999999999,4084,7416902.46549,2,None,None,None,None
7121,873515,4085,15976.1116763,1,None,None,None,None
7122,9999999999,4085,7431518.60983,2,None,None,None,None
7123,491731,4086,64916.7386951,1,None,None,None,None
7124,9999999999,4086,7458453.77238,2,None,None,None,None
7125,306189,4087,8043.43336808,1,None,None,None,None
7126,9999999999,4087,7474404.17328,2,None,None,None,None
7127,943992,4088,47017.8479257,1,None,None,None,None
7128,9999999999,4088,7503310.14619,2,None,None,None,None
7129,163625,4089,37324.1080904,1,None,None,None,None
7130,9999999999,4089,7505120.2732,2,None,None,None,None
7131,826972,4090,26229.8903861,1,None,None,None,None
7132,9999999999,4090,7543347.46049,2,None,None,None,None
7133,941307,4091,20061.1691221,1,None,None,None,None
7134,9999999999,4091,7565846.13182,2,None,None,None,None
7135,467280,4092,39164.3607409,1,None,None,None,None
7136,9999999999,4092,7583575.77611,2,None,None,None,None
7137,624937,4093,44095.8187074,1,None,None,None,None
7138,9999999999,4093,7604032.38016,2,None,None,None,None
7139,518480,4094,29492.763416,1,None,None,None,None
7140,9999999999,4094,7649623.38016,2,None,None,None,None
7141,936429,4095,37946.4057091,1,None,None,None,None
7142,9999999999,4095,7662909.70657,2,None,None,None,None
7143,828379,4096,36927.2576867,1,None,None,None,None
7144,9999999999,4096,7673992.36951,2,None,None,None,None
7145,203790,4097,37916.149813,1,None,None,None,None
7146,9999999999,4097,7693791.88599,2,None,None,None,None
7147,165101,4098,23163.958177,1,None,None,None,None
7148,9999999999,4098,7717623.15567,2,None,None,None,None
7149,420727,4099,51568.9627922,1,None,None,None,None
7150,9999999999,4099,7731134.37483,2,None,None,None,None
7151,745558,4100,29945.0623244,1,None,None,None,None
7152,9999999999,4100,7736576.52103,2,None,None,None,None
7153,781588,4101,47963.1959916,1,None,None,None,None
7154,9999999999,4101,7760097.94124,2,None,None,None,None
7155,531934,4102,57015.0577529,1,None,None,None,None
7156,9999999999,4102,7780478.12467,2,None,None,None,None
7157,471852,4103,26437.2801683,1,None,None,None,None
7158,9999999999,4103,7819145.43906,2,None,None,None,None
7159,413103,4104,12748.2935092,1,None,None,None,None
7160,9999999999,4104,7851139.87643,2,None,None,None,None
7161,268381,4105,12979.174488,1,None,None,None,None
7162,9999999999,4105,7856566.99176,2,None,None,None,None
7163,921658,4106,45931.4749096,1,None,None,None,None
7164,9999999999,4106,7859522.84116,2,None,None,None,None
7165,988304,4107,19527.3933531,1,None,None,None,None
7166,9999999999,4107,7899337.09944,2,None,None,None,None
7167,587734,4108,49549.884371,1,None,None,None,None
7168,9999999999,4108,7908666.67718,2,None,None,None,None
7169,751890,4109,66079.6131943,1,None,None,None,None
7170,9999999999,4109,7920294.48555,2,None,None,None,None
7171,969725,4110,30276.3159491,1,None,None,None,None
7172,9999999999,4110,7949427.38986,2,None,None,None,None
7173,708666,4111,39070.3079299,1,None,None,None,None
7174,9999999999,4111,7958947.13987,2,None,None,None,None
7175,764406,4112,37236.0778314,1,None,None,None,None
7176,9999999999,4112,7972777.56088,2,None,None,None,None
7177,874008,4113,81354.9736028,1,None,None,None,None
7178,9999999999,4113,7979976.6165,2,None,None,None,None
7179,475510,4114,43494.4413343,1,None,None,None,None
7180,9999999999,4114,7981895.80773,2,None,None,None,None
7181,960256,4115,52970.2346027,1,None,None,None,None
7182,9999999999,4115,7987320.98295,2,None,None,None,None
7183,962257,4116,40506.3218464,1,None,None,None,None
7184,9999999999,4116,7998376.03848,2,None,None,None,None
7185,940970,4117,41615.4536984,1,None,None,None,None
7186,9999999999,4117,8001026.02052,2,None,None,None,None
7187,943072,4118,32054.3122171,1,None,None,None,None
7188,9999999999,4118,8013914.59292,2,None,None,None,None
7189,749337,4119,31034.3246685,1,None,None,None,None
7190,9999999999,4119,8018199.89574,2,None,None,None,None
7191,486555,4120,84825.1577967,1,None,None,None,None
7192,9999999999,4120,8026816.96453,2,None,None,None,None
7193,930344,4121,38901.5957645,1,None,None,None,None
7194,9999999999,4121,8030302.30211,2,None,None,None,None
7195,602125,4122,15210.101471,1,None,None,None,None
7196,9999999999,4122,8072996.48304,2,None,None,None,None
7197,752325,4123,33430.3965525,1,None,None,None,None
7198,9999999999,4123,8076124.07483,2,None,None,None,None
7199,893766,4124,93476.7534631,1,None,None,None,None
7200,9999999999,4124,8084679.27256,2,None,None,None,None
7201,624005,4125,30404.960253,1,None,None,None,None
7202,9999999999,4125,8105494.52999,2,None,None,None,None
7203,275651,4126,36335.2759848,1,None,None,None,None
7204,9999999999,4126,8116116.99045,2,None,None,None,None
7205,908786,4127,55335.2927934,1,None,None,None,None
7206,9999999999,4127,8118682.17279,2,None,None,None,None
7207,844747,4128,26437.5788273,1,None,None,None,None
7208,9999999999,4128,8131405.36135,2,None,None,None,None
7209,627076,4129,52944.6593262,1,None,None,None,None
7210,9999999999,4129,8136562.21156,2,None,None,None,None
7211,876359,4130,46704.8392868,1,None,None,None,None
7212,9999999999,4130,8145831.7543,2,None,None,None,None
7213,192134,4131,5800.82686981,1,None,None,None,None
7214,9999999999,4131,8200033.4098,2,None,None,None,None
7215,666203,4132,33946.9789816,1,None,None,None,None
7216,9999999999,4132,8209745.2185,2,None,None,None,None
7217,674477,4133,14147.6195034,1,None,None,None,None
7218,9999999999,4133,8251340.15986,2,None,None,None,None
7219,418939,4134,16925.2768828,1,None,None,None,None
7220,9999999999,4134,8254944.94759,2,None,None,None,None
7221,932297,4135,5637.65643423,1,None,None,None,None
7222,9999999999,4135,8265471.07991,2,None,None,None,None
7223,371491,4136,55511.1855893,1,None,None,None,None
7224,943992,4136,56813.9395003,2,None,None,None,None
7225,768282,4137,52871.0769474,1,None,None,None,None
7226,393938,4137,14931.9399318,2,None,None,None,None
7227,708666,4138,35163.2771369,1,None,None,None,None
7228,420727,4138,55475.9935852,2,None,None,None,None
7229,891272,4139,16441.8366541,1,None,None,None,None
7230,518480,4139,29492.763416,2,None,None,None,None
7231,475510,4140,41319.7192676,1,None,None,None,None
7232,371491,4140,57685.907656,2,None,None,None,None
7233,306189,4141,6515.18102814,1,None,None,None,None
7234,891272,4141,17970.0889941,2,None,None,None,None
7235,203790,4142,34124.5348317,1,None,None,None,None
7236,478877,4142,42628.5100302,2,None,None,None,None
7237,236879,4143,44306.8255157,1,None,None,None,None
7238,602125,4143,23028.9530326,2,None,None,None,None
7239,518480,4144,26248.5594403,1,None,None,None,None
7240,192134,4144,9045.03084557,2,None,None,None,None
7241,166202,4145,19561.5201736,1,None,None,None,None
7242,751890,4146,55506.8750832,1,None,None,None,None
7243,873515,4146,26548.8497874,2,None,None,None,None
7244,236879,4147,38103.8699435,1,None,None,None,None
7245,745558,4148,26950.556092,1,None,None,None,None
7246,891150,4148,47873.199131,2,None,None,None,None
7247,587734,4149,40630.9051842,1,None,None,None,None
7248,940970,4149,50534.4328852,2,None,None,None,None
7249,115528,4150,25915.0588495,1,None,None,None,None
7250,967879,4150,52033.3483769,2,None,None,None,None
7251,413103,4151,10453.6006775,1,None,None,None,None
7252,893766,4151,95771.4462947,2,None,None,None,None
7253,967879,4152,42667.345669,1,None,None,None,None
7254,308183,4153,11788.7161718,1,None,None,None,None
7255,960256,4153,55735.4890134,2,None,None,None,None
7256,518505,4154,41438.4504518,1,None,None,None,None
7257,932297,4154,14125.0499003,2,None,None,None,None
7258,783774,4155,60254.0233573,1,None,None,None,None
7259,988304,4155,28530.8681076,2,None,None,None,None
7260,306189,4156,5993.96654589,1,None,None,None,None
7261,697202,4156,21896.3172593,2,None,None,None,None
7262,699610,4157,28016.1129889,1,None,None,None,None
7263,932991,4157,47589.7735088,2,None,None,None,None
7264,393938,4158,12244.190744,1,None,None,None,None
7265,697202,4158,24584.0664471,2,None,None,None,None
7266,768282,4159,52342.3661779,1,None,None,None,None
7267,491731,4159,65445.4494646,2,None,None,None,None
7268,475510,4160,36774.5501481,1,None,None,None,None
7269,163625,4160,41869.2772098,2,None,None,None,None
7270,891272,4161,15454.2765349,1,None,None,None,None
7271,936179,4161,49965.4818637,2,None,None,None,None
7272,988304,4162,25677.7812969,1,None,None,None,None
7273,620127,4162,45960.9888097,2,None,None,None,None
7274,150467,4163,43036.9258728,1,None,None,None,None
7275,914466,4163,64025.8296138,2,None,None,None,None
7276,826972,4164,22557.705732,1,None,None,None,None
7277,467280,4164,42836.5453949,2,None,None,None,None
7278,826972,4165,20076.3581015,1,None,None,None,None
7279,627076,4166,43414.6206475,1,None,None,None,None
7280,150467,4166,52566.9645515,2,None,None,None,None
7281,969725,4167,28459.7369921,1,None,None,None,None
7282,478877,4167,44445.0889872,2,None,None,None,None
7283,918862,4168,50235.3656981,1,None,None,None,None
7284,150467,4168,53074.3924879,2,None,None,None,None
7285,393938,4169,8693.37542827,1,None,None,None,None
7286,752325,4170,27412.925173,1,None,None,None,None
7287,962257,4170,46523.7932258,2,None,None,None,None
7288,932297,4171,13277.5469062,1,None,None,None,None
7289,184756,4171,46180.0590384,2,None,None,None,None
7290,749337,4172,27930.8922017,1,None,None,None,None
7291,308183,4172,14892.1486386,2,None,None,None,None
7292,699610,4173,24093.8571704,1,None,None,None,None
7293,165101,4173,27086.2139955,2,None,None,None,None
7294,923660,4174,24975.3923899,1,None,None,None,None
7295,988304,4174,29409.7364816,2,None,None,None,None
7296,220113,4175,43753.6062651,1,None,None,None,None
7297,518505,4175,47404.8513061,2,None,None,None,None
7298,624937,4176,39686.2368367,1,None,None,None,None
7299,708666,4176,39572.8590077,2,None,None,None,None
7300,876359,4177,39232.0650009,1,None,None,None,None
7301,781588,4178,41248.3485527,1,None,None,None,None
7302,275651,4178,43050.1234236,2,None,None,None,None
7303,930344,4179,32677.3404422,1,None,None,None,None
7304,450148,4179,22391.5268778,2,None,None,None,None
7305,418939,4180,13540.2215062,1,None,None,None,None
7306,768282,4180,55727.4215545,2,None,None,None,None
7307,943072,4181,28528.3378732,1,None,None,None,None
7308,393851,4181,49749.3115113,2,None,None,None,None
7309,518505,4182,42664.3661755,1,None,None,None,None
7310,962257,4182,51264.2783564,2,None,None,None,None
7311,940970,4183,41943.5792947,1,None,None,None,None
7312,471852,4183,35028.1337588,2,None,None,None,None
7313,874008,4184,71592.3767705,1,None,None,None,None
7314,932297,4184,23040.1437386,2,None,None,None,None
7315,491731,4185,62173.1769914,1,None,None,None,None
7316,413103,4185,13725.8731507,2,None,None,None,None
7317,768282,4186,52941.0504768,1,None,None,None,None
7318,880727,4186,40255.5861225,2,None,None,None,None
7319,184756,4187,39714.850773,1,None,None,None,None
7320,712159,4187,74071.363319,2,None,None,None,None
7321,212335,4188,46596.1742971,1,None,None,None,None
7322,712159,4188,77578.6022446,2,None,None,None,None
7323,839923,4189,43835.8862499,1,None,None,None,None
7324,486555,4189,86651.6530571,2,None,None,None,None
7325,940970,4190,35232.6066075,1,None,None,None,None
7326,624937,4191,26589.7786806,1,None,None,None,None
7327,620127,4191,59057.4469658,2,None,None,None,None
7328,914466,4192,54421.9551718,1,None,None,None,None
7329,475510,4192,46378.4245902,2,None,None,None,None
7330,712159,4193,76802.8162222,1,None,None,None,None
7331,940970,4193,36008.39263,2,None,None,None,None
7332,943072,4194,22822.6702986,1,None,None,None,None
7333,236879,4194,43809.5375181,2,None,None,None,None
7334,166202,4195,16822.9073493,1,None,None,None,None
7335,518480,4195,28987.1722646,2,None,None,None,None
7336,941307,4196,16048.9352977,1,None,None,None,None
7337,345727,4196,18310.3999554,2,None,None,None,None
7338,768282,4197,45529.30341,1,None,None,None,None
7339,783774,4197,67665.770424,2,None,None,None,None
7340,918519,4198,10468.3653026,1,None,None,None,None
7341,839923,4198,46291.4287283,2,None,None,None,None
7342,212335,4199,41470.5951244,1,None,None,None,None
7343,918519,4199,15593.9444753,2,None,None,None,None
7344,893318,4200,66793.0440633,1,None,None,None,None
7345,708666,4200,52295.3435911,2,None,None,None,None
7346,620127,4201,51379.9788603,1,None,None,None,None
7347,393938,4201,16370.8435338,2,None,None,None,None
7348,486555,4202,73653.9050986,1,None,None,None,None
7349,752325,4202,40410.6731316,2,None,None,None,None
7350,954873,4203,20136.561742,1,None,None,None,None
7351,708666,4203,56419.6996106,2,None,None,None,None
7352,930344,4204,27775.7393758,1,None,None,None,None
7353,941307,4204,20950.536364,2,None,None,None,None
7354,918519,4205,13878.610583,1,None,None,None,None
7355,471852,4205,36743.4676511,2,None,None,None,None
7356,891272,4206,14258.2765349,1,None,None,None,None
7357,8888888888,4206,2406457.5,2,None,None,None,None
7358,567538,4207,43081.3416287,1,None,None,None,None
7359,8888888888,4207,2408162.5,2,None,None,None,None
7360,500724,4208,21295.7432364,1,None,None,None,None
7361,8888888888,4208,2409070.5,2,None,None,None,None
7362,914466,4209,50277.9551718,1,None,None,None,None
7363,8888888888,4209,2413214.5,2,None,None,None,None
7364,783774,4210,64943.770424,1,None,None,None,None
7365,8888888888,4210,2415936.5,2,None,None,None,None
7366,663702,4211,22519.6800323,1,None,None,None,None
